Element Number	Bending Stress (MPa)
1659	-0.5033
1660	-0.50656
1661	-0.50565
1662	-0.50782
1663	-0.50728
1664	-0.50835
1665	-0.50818
1666	-0.50812
1667	-0.50833
1668	-0.50716
1669	-0.50773
1670	-0.50551
1671	-0.50642
1672	-0.50316
1673	-0.50443
1674	-0.50012
1675	-0.50173
1676	-0.49633
1677	-0.49832
1678	-0.49178
1679	-0.49415
1680	-0.48655
1681	-0.48925
1682	-0.48063
1683	-0.48367
1684	-0.4776
1685	-0.47415
1686	-0.47399
1687	-0.47742
1688	-0.48392
1689	-0.48086
1690	-0.48949
1691	-0.48679
1692	-0.49437
1693	-0.49202
1694	-0.49852
1695	-0.49654
1696	-0.50193
1697	-0.50031
1698	-0.5046
1699	-0.50335
1700	-0.50657
1701	-0.50568
1702	-0.50783
1703	-0.50728
1704	-0.50836
1705	-0.50818
1706	-0.50818
1707	-0.50836
1708	-0.50728
1709	-0.50782
1710	-0.50565
1711	-0.50655
1712	-0.50331
1713	-0.50457
1714	-0.50186
1715	-0.49193
1716	-0.49428
1717	-0.4867
1718	-0.48941
1719	-0.48075
1720	-0.48381
1721	-0.47407
1722	-0.4775
1723	-0.48389
1724	-0.48082
1725	-0.48946
1726	-0.48676
1727	-0.4943
1728	-0.49197
1729	-0.49844
1730	-0.49646
1731	-0.50186
1732	-0.50024
1733	-0.50457
1734	-0.50331
1735	-0.50655
1736	-0.50565
1737	-0.50782
1738	-0.50728
1739	-0.50836
1740	-0.50818
1741	-0.50818
1742	-0.50836
1743	-0.50728
1744	-0.50782
1745	-0.50566
1746	-0.50656
1747	-0.50332
1748	-0.50458
1749	-0.50026
1750	-0.50188
1751	-0.49647
1752	-0.49846
1753	-0.49195
1754	-0.4943
1755	-0.4867
1756	-0.48941
1757	-0.48072
1758	-0.4838
1759	-0.47401
1760	-0.47746
1761	-0.47048
1762	-0.4705
1763	-0.47051
1764	-0.47361
1765	-0.47033
1766	-0.47038
1767	-0.49425
1768	-0.4959
1769	-0.49229
1770	-0.47007
1771	-0.46647
1772	-0.47015
1773	-0.46658
1774	-0.47008
1775	-0.46651
1776	-0.46662
1777	-0.47356
1778	-0.47018
1779	-0.47979
1780	-0.47676
1781	-0.48532
1782	-0.48265
1783	-0.49015
1784	-0.48782
1785	-0.49425
1786	-0.49229
1787	-0.49765
1788	-0.49604
1789	-0.50032
1790	-0.49907
1791	-0.50229
1792	-0.5014
1793	-0.50354
1794	-0.503
1795	-0.50407
1796	-0.5039
1797	-0.5039
1798	-0.50407
1799	-0.503
1800	-0.50354
1801	-0.5014
1802	-0.50229
1803	-0.49908
1804	-0.50033
1805	-0.49604
1806	-0.49765
1807	-0.49229
1808	-0.49425
1809	-0.48782
1810	-0.49015
1811	-0.48263
1812	-0.48532
1813	-0.47671
1814	-0.47977
1815	-0.47348
1816	-0.47981
1817	-0.47678
1818	-0.48533
1819	-0.48266
1820	-0.49015
1821	-0.48783
1822	-0.49425
1823	-0.49229
1824	-0.49765
1825	-0.49604
1826	-0.50033
1827	-0.49907
1828	-0.50229
1829	-0.5014
1830	-0.50354
1831	-0.50301
1832	-0.50406
1833	-0.50389
1834	-0.50383
1835	-0.50403
1836	-0.50287
1837	-0.50344
1838	-0.50124
1839	-0.50214
1840	-0.49893
1841	-0.50017
1842	-0.49591
1843	-0.49752
1844	-0.49215
1845	-0.49413
1846	-0.48765
1847	-0.48999
1848	-0.48249
1849	-0.48515
1850	-0.47667
1851	-0.47968
1852	-0.47005
1853	-0.47345
1854	-0.46671
1855	-0.46646
1856	-0.46653
1857	-0.47358
1858	-0.47015
1859	-0.47984
1860	-0.4768
1861	-0.48537
1862	-0.4827
1863	-0.49018
1864	-0.48787
1865	-0.49428
1866	-0.49231
1867	-0.49768
1868	-0.49609
1869	-0.50035
1870	-0.49911
1871	-0.5023
1872	-0.50142
1873	-0.50354
1874	-0.50301
1875	-0.50407
1876	-0.5039
1877	-0.5039
1878	-0.50407
1879	-0.503
1880	-0.50354
1881	-0.5014
1882	-0.50229
1883	-0.49907
1884	-0.50032
1885	-0.49765
1886	-0.48783
1887	-0.49015
1888	-0.48265
1889	-0.48533
1890	-0.47676
1891	-0.47979
1892	-0.47355
1893	-0.4666
1894	-0.47358
1895	-0.47019
1896	-0.47984
1897	-0.4768
1898	-0.48536
1899	-0.48269
1900	-0.49016
1901	-0.48785
1902	-0.49426
1903	-0.4923
1904	-0.49765
1905	-0.49605
1906	-0.50032
1907	-0.49907
1908	-0.50229
1909	-0.5014
1910	-0.50354
1911	-0.503
1912	-0.50407
1913	-0.5039
1914	-0.5039
1915	-0.50407
1916	-0.50301
1917	-0.50354
1918	-0.5014
1919	-0.50229
1920	-0.49908
1921	-0.50033
1922	-0.49605
1923	-0.49766
1924	-0.4923
1925	-0.49427
1926	-0.48783
1927	-0.49016
1928	-0.48264
1929	-0.48533
1930	-0.47673
1931	-0.47978
1932	-0.47349
1933	-0.46267
1934	-0.46283
1935	-0.46942
1936	-0.46632
1937	-0.46591
1938	-0.46236
1939	-0.46277
1940	-0.46268
1941	-0.48985
1942	-0.49161
1943	-0.48791
1944	-0.46254
1945	-0.4694
1946	-0.46606
1947	-0.47556
1948	-0.47256
1949	-0.48102
1950	-0.47838
1951	-0.48579
1952	-0.48349
1953	-0.48985
1954	-0.4879
1955	-0.4932
1956	-0.49161
1957	-0.49585
1958	-0.49461
1959	-0.49779
1960	-0.49691
1961	-0.49903
1962	-0.4985
1963	-0.49955
1964	-0.49938
1965	-0.49938
1966	-0.49955
1967	-0.4985
1968	-0.49903
1969	-0.49691
1970	-0.49779
1971	-0.49461
1972	-0.49585
1973	-0.49161
1974	-0.4932
1975	-0.4879
1976	-0.48985
1977	-0.48349
1978	-0.48579
1979	-0.47836
1980	-0.48101
1981	-0.47249
1982	-0.47552
1983	-0.46929
1984	-0.47555
1985	-0.47256
1986	-0.48102
1987	-0.47837
1988	-0.48578
1989	-0.48349
1990	-0.48985
1991	-0.4879
1992	-0.4932
1993	-0.49161
1994	-0.49585
1995	-0.49461
1996	-0.49779
1997	-0.49691
1998	-0.49902
1999	-0.4985
2000	-0.49953
2001	-0.49937
2002	-0.4993
2003	-0.49951
2004	-0.49835
2005	-0.49892
2006	-0.49673
2007	-0.49763
2008	-0.49444
2009	-0.49567
2010	-0.49146
2011	-0.49303
2012	-0.48775
2013	-0.4897
2014	-0.48331
2015	-0.48562
2016	-0.4782
2017	-0.48083
2018	-0.47243
2019	-0.4754
2020	-0.4659
2021	-0.46926
2022	-0.45884
2023	-0.46251
2024	-0.45879
2025	-0.46261
2026	-0.45866
2027	-0.46237
2028	-0.45857
2029	-0.45858
2030	-0.46234
2031	-0.46935
2032	-0.46596
2033	-0.47558
2034	-0.47256
2035	-0.48109
2036	-0.47844
2037	-0.48581
2038	-0.48353
2039	-0.48987
2040	-0.48793
2041	-0.49322
2042	-0.49163
2043	-0.49588
2044	-0.49464
2045	-0.4978
2046	-0.49693
2047	-0.49903
2048	-0.49851
2049	-0.49955
2050	-0.49938
2051	-0.49938
2052	-0.49955
2053	-0.4985
2054	-0.49902
2055	-0.49691
2056	-0.49779
2057	-0.49461
2058	-0.49585
2059	-0.4932
2060	-0.48349
2061	-0.48579
2062	-0.47837
2063	-0.48102
2064	-0.47255
2065	-0.47555
2066	-0.46602
2067	-0.46937
2068	-0.45878
2069	-0.46249
2070	-0.46939
2071	-0.46603
2072	-0.47558
2073	-0.47257
2074	-0.48104
2075	-0.4784
2076	-0.48579
2077	-0.4835
2078	-0.48984
2079	-0.48791
2080	-0.4932
2081	-0.49161
2082	-0.49585
2083	-0.49461
2084	-0.49779
2085	-0.49691
2086	-0.49903
2087	-0.4985
2088	-0.49955
2089	-0.49938
2090	-0.49938
2091	-0.49955
2092	-0.4985
2093	-0.49903
2094	-0.49691
2095	-0.49779
2096	-0.49462
2097	-0.49585
2098	-0.49162
2099	-0.49321
2100	-0.48791
2101	-0.48985
2102	-0.4835
2103	-0.48579
2104	-0.47837
2105	-0.48102
2106	-0.47254
2107	-0.47554
2108	-0.46598
2109	-0.46936
2110	-0.45869
2111	-0.46242
2112	-0.45477
2113	-0.45489
2114	-0.45897
2115	-0.45479
2116	-0.45465
2117	-0.48521
2118	-0.48712
2119	-0.48329
2120	-0.45451
2121	-0.45068
2122	-0.45079
2123	-0.45825
2124	-0.45461
2125	-0.46501
2126	-0.46172
2127	-0.47109
2128	-0.46814
2129	-0.47649
2130	-0.47388
2131	-0.4812
2132	-0.47893
2133	-0.48521
2134	-0.48329
2135	-0.48852
2136	-0.48695
2137	-0.49114
2138	-0.48992
2139	-0.49305
2140	-0.49218
2141	-0.49427
2142	-0.49375
2143	-0.4948
2144	-0.49462
2145	-0.49462
2146	-0.4948
2147	-0.49375
2148	-0.49427
2149	-0.49218
2150	-0.49305
2151	-0.48992
2152	-0.49114
2153	-0.48695
2154	-0.48852
2155	-0.48329
2156	-0.48521
2157	-0.47892
2158	-0.48119
2159	-0.47385
2160	-0.47648
2161	-0.46806
2162	-0.47105
2163	-0.46154
2164	-0.46489
2165	-0.45437
2166	-0.45803
2167	-0.45451
2168	-0.45067
2169	-0.45054
2170	-0.4509
2171	-0.45827
2172	-0.45467
2173	-0.46499
2174	-0.46171
2175	-0.47107
2176	-0.46812
2177	-0.47648
2178	-0.47386
2179	-0.48119
2180	-0.47892
2181	-0.48521
2182	-0.48329
2183	-0.48852
2184	-0.48695
2185	-0.49114
2186	-0.48991
2187	-0.49305
2188	-0.49218
2189	-0.49427
2190	-0.49375
2191	-0.49477
2192	-0.49461
2193	-0.49454
2194	-0.49474
2195	-0.4936
2196	-0.49415
2197	-0.492
2198	-0.49288
2199	-0.48974
2200	-0.49096
2201	-0.48679
2202	-0.48836
2203	-0.48313
2204	-0.48506
2205	-0.47873
2206	-0.48102
2207	-0.47369
2208	-0.47629
2209	-0.468
2210	-0.47093
2211	-0.46155
2212	-0.46488
2213	-0.45425
2214	-0.458
2215	-0.45036
2216	-0.45046
2217	-0.45812
2218	-0.45438
2219	-0.46497
2220	-0.46165
2221	-0.47103
2222	-0.46811
2223	-0.47646
2224	-0.4738
2225	-0.48124
2226	-0.47895
2227	-0.48525
2228	-0.48333
2229	-0.48855
2230	-0.48698
2231	-0.49116
2232	-0.48994
2233	-0.49307
2234	-0.4922
2235	-0.49428
2236	-0.49376
2237	-0.4948
2238	-0.49463
2239	-0.49462
2240	-0.4948
2241	-0.49375
2242	-0.49427
2243	-0.49218
2244	-0.49305
2245	-0.48992
2246	-0.49114
2247	-0.48852
2248	-0.47893
2249	-0.4812
2250	-0.47387
2251	-0.47649
2252	-0.46812
2253	-0.47108
2254	-0.46166
2255	-0.46498
2256	-0.45817
2257	-0.45066
2258	-0.45817
2259	-0.4545
2260	-0.46501
2261	-0.46169
2262	-0.4711
2263	-0.46814
2264	-0.4765
2265	-0.47389
2266	-0.48121
2267	-0.47894
2268	-0.48521
2269	-0.48329
2270	-0.48852
2271	-0.48695
2272	-0.49114
2273	-0.48992
2274	-0.49305
2275	-0.49218
2276	-0.49427
2277	-0.49375
2278	-0.4948
2279	-0.49462
2280	-0.49462
2281	-0.4948
2282	-0.49375
2283	-0.49427
2284	-0.49218
2285	-0.49305
2286	-0.48992
2287	-0.49114
2288	-0.48695
2289	-0.48852
2290	-0.48329
2291	-0.48521
2292	-0.47893
2293	-0.4812
2294	-0.47387
2295	-0.47649
2296	-0.4681
2297	-0.47107
2298	-0.46165
2299	-0.46496
2300	-0.45816
2301	-0.44668
2302	-0.44665
2303	-0.44655
2304	-0.44628
2305	-0.48033
2306	-0.48244
2307	-0.47844
2308	-0.44633
2309	-0.45372
2310	-0.45011
2311	-0.4604
2312	-0.45714
2313	-0.46639
2314	-0.46348
2315	-0.47173
2316	-0.46915
2317	-0.47637
2318	-0.47414
2319	-0.48033
2320	-0.47844
2321	-0.4836
2322	-0.48205
2323	-0.48618
2324	-0.48498
2325	-0.48808
2326	-0.48721
2327	-0.48928
2328	-0.48876
2329	-0.4898
2330	-0.48962
2331	-0.48962
2332	-0.4898
2333	-0.48876
2334	-0.48928
2335	-0.48721
2336	-0.48808
2337	-0.48498
2338	-0.48618
2339	-0.48205
2340	-0.4836
2341	-0.47844
2342	-0.48033
2343	-0.47413
2344	-0.47637
2345	-0.46912
2346	-0.47172
2347	-0.46339
2348	-0.46635
2349	-0.45696
2350	-0.46026
2351	-0.44988
2352	-0.4535
2353	-0.44237
2354	-0.44624
2355	-0.44226
2356	-0.44638
2357	-0.44246
2358	-0.44216
2359	-0.44611
2360	-0.4537
2361	-0.45012
2362	-0.46036
2363	-0.45711
2364	-0.46638
2365	-0.46345
2366	-0.47172
2367	-0.46913
2368	-0.47637
2369	-0.47413
2370	-0.48033
2371	-0.47844
2372	-0.4836
2373	-0.48205
2374	-0.48618
2375	-0.48498
2376	-0.48807
2377	-0.48721
2378	-0.48927
2379	-0.48876
2380	-0.48976
2381	-0.48961
2382	-0.48952
2383	-0.48973
2384	-0.48859
2385	-0.48914
2386	-0.48701
2387	-0.48788
2388	-0.4848
2389	-0.48599
2390	-0.48188
2391	-0.48343
2392	-0.47826
2393	-0.48016
2394	-0.47393
2395	-0.47618
2396	-0.46894
2397	-0.47151
2398	-0.46332
2399	-0.46622
2400	-0.45694
2401	-0.46024
2402	-0.44972
2403	-0.45343
2404	-0.44598
2405	-0.44207
2406	-0.44181
2407	-0.44587
2408	-0.45359
2409	-0.4499
2410	-0.46035
2411	-0.45705
2412	-0.46645
2413	-0.46346
2414	-0.4718
2415	-0.46925
2416	-0.47639
2417	-0.47417
2418	-0.48036
2419	-0.47845
2420	-0.48365
2421	-0.4821
2422	-0.4862
2423	-0.48501
2424	-0.48808
2425	-0.48723
2426	-0.48928
2427	-0.48877
2428	-0.4898
2429	-0.48962
2430	-0.48962
2431	-0.4898
2432	-0.48876
2433	-0.48928
2434	-0.48721
2435	-0.48807
2436	-0.48498
2437	-0.48618
2438	-0.4836
2439	-0.47413
2440	-0.47637
2441	-0.46914
2442	-0.47172
2443	-0.46346
2444	-0.46639
2445	-0.45709
2446	-0.46036
2447	-0.45002
2448	-0.45364
2449	-0.44226
2450	-0.44623
2451	-0.45365
2452	-0.45003
2453	-0.46036
2454	-0.45709
2455	-0.4664
2456	-0.46347
2457	-0.47173
2458	-0.46916
2459	-0.47639
2460	-0.47415
2461	-0.48034
2462	-0.47845
2463	-0.4836
2464	-0.48206
2465	-0.48618
2466	-0.48498
2467	-0.48808
2468	-0.48722
2469	-0.48928
2470	-0.48876
2471	-0.4898
2472	-0.48962
2473	-0.48962
2474	-0.4898
2475	-0.48876
2476	-0.48928
2477	-0.48722
2478	-0.48808
2479	-0.48498
2480	-0.48618
2481	-0.48205
2482	-0.4836
2483	-0.47844
2484	-0.48033
2485	-0.47414
2486	-0.47637
2487	-0.46915
2488	-0.47173
2489	-0.46348
2490	-0.4664
2491	-0.45713
2492	-0.46039
2493	-0.4501
2494	-0.4537
2495	-0.44243
2496	-0.44635
2497	-0.43823
2498	-0.43811
2499	-0.43838
2500	-0.43748
2501	-0.47521
2502	-0.47756
2503	-0.47334
2504	-0.43791
2505	-0.43392
2506	-0.43765
2507	-0.43357
2508	-0.43757
2509	-0.43351
2510	-0.43366
2511	-0.44165
2512	-0.43775
2513	-0.44895
2514	-0.44539
2515	-0.45554
2516	-0.45233
2517	-0.46147
2518	-0.45859
2519	-0.46672
2520	-0.46418
2521	-0.47131
2522	-0.4691
2523	-0.47521
2524	-0.47334
2525	-0.47844
2526	-0.47691
2527	-0.48098
2528	-0.4798
2529	-0.48285
2530	-0.482
2531	-0.48404
2532	-0.48353
2533	-0.48455
2534	-0.48438
2535	-0.48438
2536	-0.48455
2537	-0.48353
2538	-0.48404
2539	-0.482
2540	-0.48285
2541	-0.4798
2542	-0.48098
2543	-0.47691
2544	-0.47844
2545	-0.47334
2546	-0.47521
2547	-0.4691
2548	-0.47131
2549	-0.46416
2550	-0.46672
2551	-0.45851
2552	-0.46143
2553	-0.45216
2554	-0.45542
2555	-0.44518
2556	-0.44875
2557	-0.44146
2558	-0.43371
2559	-0.44165
2560	-0.43776
2561	-0.44891
2562	-0.44536
2563	-0.45551
2564	-0.45229
2565	-0.46145
2566	-0.45856
2567	-0.46672
2568	-0.46417
2569	-0.47131
2570	-0.4691
2571	-0.47521
2572	-0.47334
2573	-0.47844
2574	-0.47691
2575	-0.48098
2576	-0.4798
2577	-0.48285
2578	-0.482
2579	-0.48403
2580	-0.48353
2581	-0.48451
2582	-0.48436
2583	-0.48426
2584	-0.48447
2585	-0.48332
2586	-0.48387
2587	-0.48176
2588	-0.48261
2589	-0.47958
2590	-0.48075
2591	-0.47674
2592	-0.47824
2593	-0.47317
2594	-0.47505
2595	-0.46888
2596	-0.47111
2597	-0.46396
2598	-0.4665
2599	-0.45842
2600	-0.46128
2601	-0.45215
2602	-0.45538
2603	-0.44501
2604	-0.44868
2605	-0.43691
2606	-0.44102
2607	-0.43286
2608	-0.43455
2609	-0.44177
2610	-0.43782
2611	-0.44898
2612	-0.44544
2613	-0.45552
2614	-0.45235
2615	-0.46144
2616	-0.45857
2617	-0.46669
2618	-0.46413
2619	-0.47136
2620	-0.46912
2621	-0.47525
2622	-0.4734
2623	-0.47844
2624	-0.47692
2625	-0.48098
2626	-0.47979
2627	-0.48286
2628	-0.482
2629	-0.48404
2630	-0.48353
2631	-0.48455
2632	-0.48438
2633	-0.48438
2634	-0.48455
2635	-0.48353
2636	-0.48404
2637	-0.482
2638	-0.48285
2639	-0.4798
2640	-0.48098
2641	-0.47844
2642	-0.4691
2643	-0.47131
2644	-0.46417
2645	-0.46672
2646	-0.45857
2647	-0.46146
2648	-0.45228
2649	-0.45551
2650	-0.44531
2651	-0.44888
2652	-0.44157
2653	-0.43359
2654	-0.44159
2655	-0.43767
2656	-0.44889
2657	-0.44533
2658	-0.45549
2659	-0.45227
2660	-0.46143
2661	-0.45855
2662	-0.46671
2663	-0.46415
2664	-0.47131
2665	-0.4691
2666	-0.47521
2667	-0.47334
2668	-0.47843
2669	-0.47691
2670	-0.48098
2671	-0.47979
2672	-0.48285
2673	-0.482
2674	-0.48404
2675	-0.48353
2676	-0.48455
2677	-0.48438
2678	-0.48438
2679	-0.48455
2680	-0.48353
2681	-0.48404
2682	-0.482
2683	-0.48285
2684	-0.4798
2685	-0.48098
2686	-0.47691
2687	-0.47844
2688	-0.47334
2689	-0.47521
2690	-0.4691
2691	-0.47131
2692	-0.46418
2693	-0.46672
2694	-0.45858
2695	-0.46146
2696	-0.45232
2697	-0.45553
2698	-0.44544
2699	-0.44896
2700	-0.44175
2701	-0.42976
2702	-0.42932
2703	-0.42948
2704	-0.42875
2705	-0.43406
2706	-0.46985
2707	-0.47249
2708	-0.46801
2709	-0.42816
2710	-0.42884
2711	-0.42542
2712	-0.42877
2713	-0.42489
2714	-0.42457
2715	-0.43671
2716	-0.43285
2717	-0.4439
2718	-0.44038
2719	-0.45045
2720	-0.44726
2721	-0.4563
2722	-0.45346
2723	-0.46148
2724	-0.45897
2725	-0.466
2726	-0.46382
2727	-0.46985
2728	-0.46801
2729	-0.47303
2730	-0.47152
2731	-0.47554
2732	-0.47436
2733	-0.47738
2734	-0.47654
2735	-0.47855
2736	-0.47804
2737	-0.47905
2738	-0.47888
2739	-0.47888
2740	-0.47905
2741	-0.47804
2742	-0.47855
2743	-0.47654
2744	-0.47738
2745	-0.47436
2746	-0.47554
2747	-0.47152
2748	-0.47303
2749	-0.46801
2750	-0.46985
2751	-0.46382
2752	-0.466
2753	-0.45896
2754	-0.46148
2755	-0.4534
2756	-0.45626
2757	-0.44714
2758	-0.45035
2759	-0.44025
2760	-0.44376
2761	-0.43657
2762	-0.42886
2763	-0.43671
2764	-0.43287
2765	-0.4439
2766	-0.44039
2767	-0.45042
2768	-0.44724
2769	-0.45628
2770	-0.45344
2771	-0.46148
2772	-0.45896
2773	-0.466
2774	-0.46382
2775	-0.46985
2776	-0.46801
2777	-0.47303
2778	-0.47152
2779	-0.47554
2780	-0.47437
2781	-0.47738
2782	-0.47654
2783	-0.47854
2784	-0.47804
2785	-0.479
2786	-0.47886
2787	-0.47875
2788	-0.47897
2789	-0.4778
2790	-0.47835
2791	-0.47627
2792	-0.47711
2793	-0.47415
2794	-0.47529
2795	-0.47135
2796	-0.47284
2797	-0.46784
2798	-0.46968
2799	-0.46361
2800	-0.46581
2801	-0.45876
2802	-0.46126
2803	-0.45331
2804	-0.45612
2805	-0.44712
2806	-0.45031
2807	-0.44009
2808	-0.44371
2809	-0.43246
2810	-0.43634
2811	-0.42847
2812	-0.43675
2813	-0.43301
2814	-0.44385
2815	-0.4404
2816	-0.45043
2817	-0.44721
2818	-0.45632
2819	-0.45345
2820	-0.46154
2821	-0.45903
2822	-0.46602
2823	-0.46385
2824	-0.46989
2825	-0.46804
2826	-0.47307
2827	-0.47157
2828	-0.47558
2829	-0.47442
2830	-0.47738
2831	-0.47656
2832	-0.47855
2833	-0.47805
2834	-0.47905
2835	-0.47888
2836	-0.47888
2837	-0.47905
2838	-0.47805
2839	-0.47855
2840	-0.47654
2841	-0.47738
2842	-0.47436
2843	-0.47554
2844	-0.47303
2845	-0.46382
2846	-0.466
2847	-0.45897
2848	-0.46148
2849	-0.45344
2850	-0.45629
2851	-0.44724
2852	-0.45042
2853	-0.44037
2854	-0.44389
2855	-0.43282
2856	-0.43668
2857	-0.4246
2858	-0.4288
2859	-0.43667
2860	-0.43281
2861	-0.44391
2862	-0.44037
2863	-0.45046
2864	-0.44727
2865	-0.45631
2866	-0.45347
2867	-0.46148
2868	-0.45898
2869	-0.46598
2870	-0.46381
2871	-0.46983
2872	-0.46799
2873	-0.47302
2874	-0.47152
2875	-0.47554
2876	-0.47436
2877	-0.47738
2878	-0.47654
2879	-0.47855
2880	-0.47804
2881	-0.47905
2882	-0.47888
2883	-0.47888
2884	-0.47905
2885	-0.47804
2886	-0.47855
2887	-0.47654
2888	-0.47738
2889	-0.47437
2890	-0.47554
2891	-0.47152
2892	-0.47303
2893	-0.46801
2894	-0.46985
2895	-0.46382
2896	-0.466
2897	-0.45897
2898	-0.46148
2899	-0.45345
2900	-0.45629
2901	-0.44728
2902	-0.45045
2903	-0.44048
2904	-0.44396
2905	-0.43306
2906	-0.43685
2907	-0.42502
2908	-0.42912
2909	-0.42467
2910	-0.4283
2911	-0.42413
2912	-0.42076
2913	-0.42375
2914	-0.42938
2915	-0.42024
2916	-0.41964
2917	-0.42022
2918	-0.46423
2919	-0.46723
2920	-0.46242
2921	-0.42375
2922	-0.41921
2923	-0.41996
2924	-0.41571
2925	-0.41537
2926	-0.4238
2927	-0.41967
2928	-0.43152
2929	-0.42775
2930	-0.43866
2931	-0.43518
2932	-0.4451
2933	-0.44196
2934	-0.45088
2935	-0.44807
2936	-0.456
2937	-0.45353
2938	-0.46044
2939	-0.4583
2940	-0.46423
2941	-0.46242
2942	-0.46736
2943	-0.46588
2944	-0.46983
2945	-0.46868
2946	-0.47164
2947	-0.47082
2948	-0.4728
2949	-0.4723
2950	-0.47329
2951	-0.47313
2952	-0.47313
2953	-0.47329
2954	-0.4723
2955	-0.4728
2956	-0.47082
2957	-0.47164
2958	-0.46868
2959	-0.46983
2960	-0.46588
2961	-0.46736
2962	-0.46242
2963	-0.46423
2964	-0.4583
2965	-0.46044
2966	-0.45351
2967	-0.45599
2968	-0.44802
2969	-0.45085
2970	-0.44187
2971	-0.44502
2972	-0.43508
2973	-0.43855
2974	-0.43147
2975	-0.41905
2976	-0.41467
2977	-0.41966
2978	-0.41536
2979	-0.41535
2980	-0.41539
2981	-0.42382
2982	-0.41969
2983	-0.43156
2984	-0.42777
2985	-0.43867
2986	-0.4352
2987	-0.4451
2988	-0.44197
2989	-0.45088
2990	-0.44807
2991	-0.45599
2992	-0.45351
2993	-0.46044
2994	-0.4583
2995	-0.46423
2996	-0.46242
2997	-0.46736
2998	-0.46588
2999	-0.46983
3000	-0.46868
3001	-0.47164
3002	-0.47082
3003	-0.47279
3004	-0.4723
3005	-0.47325
3006	-0.47311
3007	-0.47298
3008	-0.4732
3009	-0.47204
3010	-0.47258
3011	-0.47053
3012	-0.47135
3013	-0.46842
3014	-0.46955
3015	-0.46571
3016	-0.46715
3017	-0.46227
3018	-0.46408
3019	-0.45809
3020	-0.46026
3021	-0.45331
3022	-0.45577
3023	-0.44793
3024	-0.45071
3025	-0.44185
3026	-0.44499
3027	-0.435
3028	-0.43851
3029	-0.42737
3030	-0.43129
3031	-0.42329
3032	-0.41633
3033	-0.42444
3034	-0.42044
3035	-0.43197
3036	-0.42828
3037	-0.43884
3038	-0.43546
3039	-0.44516
3040	-0.44207
3041	-0.45086
3042	-0.4481
3043	-0.45591
3044	-0.45344
3045	-0.46044
3046	-0.45827
3047	-0.46425
3048	-0.46242
3049	-0.46738
3050	-0.4659
3051	-0.46983
3052	-0.46868
3053	-0.47165
3054	-0.47082
3055	-0.47279
3056	-0.4723
3057	-0.47329
3058	-0.47313
3059	-0.47313
3060	-0.47329
3061	-0.4723
3062	-0.4728
3063	-0.47082
3064	-0.47164
3065	-0.46868
3066	-0.46983
3067	-0.46736
3068	-0.4583
3069	-0.46044
3070	-0.45352
3071	-0.45599
3072	-0.44807
3073	-0.45088
3074	-0.44197
3075	-0.4451
3076	-0.4352
3077	-0.43866
3078	-0.42776
3079	-0.43156
3080	-0.42379
3081	-0.41535
3082	-0.42377
3083	-0.41965
3084	-0.43154
3085	-0.42773
3086	-0.43868
3087	-0.4352
3088	-0.44512
3089	-0.44198
3090	-0.45087
3091	-0.44808
3092	-0.45598
3093	-0.45351
3094	-0.46043
3095	-0.45829
3096	-0.46423
