Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
5081	400.	29.954	0.	0.78762
5082	400.	19.971	0.	0.78829
5083	400.	9.9822	0.	0.7887
5084	400.	-10.006	0.	0.78869
5085	400.	-20.004	0.	0.78829
5086	400.	-30.002	0.	0.78761
5087	400.	-50.001	0.	0.78546
5088	400.	-60.	0.	0.78398
5089	400.	-70.	0.	0.78223
5090	400.	-80.	0.	0.78021
5091	400.	-90.	0.	0.77793
5092	400.	-120.	0.	0.76949
5093	400.	-130.	0.	0.76615
5094	400.	-150.	0.	0.75868
5095	400.	-170.	0.	0.75016
5096	400.	-190.	0.	0.74063
5097	400.	-210.	0.	0.73007
5098	400.	-220.	0.	0.72442
5099	400.	-230.	0.	0.71852
5100	400.	-250.	0.	0.70598
5101	400.	-270.	0.	0.69247
5102	400.	-280.	0.	0.68536
5103	400.	-290.	0.	0.67802
5104	400.	-300.	0.	0.67045
5105	400.	-310.	0.	0.66265
5106	400.	-330.	0.	0.64638
5107	400.	-350.	0.	0.62924
5108	400.	-360.	0.	0.62035
5109	400.	-370.	0.	0.61126
5110	-400.	-390.	0.	0.59248
5111	390.	-400.	0.	0.59248
5112	400.	-390.	0.	0.59248
5113	380.	-400.	0.	0.60197
5114	370.	-400.	0.	0.61126
5115	350.	-400.	0.	0.62924
5116	340.	-400.	0.	0.63792
5117	330.	-400.	0.	0.64638
5118	320.	-400.	0.	0.65462
5119	310.	-400.	0.	0.66265
5120	290.	-400.	0.	0.67802
5121	270.	-400.	0.	0.69247
5122	250.	-400.	0.	0.70598
5123	229.99	-400.	0.	0.71852
5124	209.97	-400.	0.	0.73009
5125	199.96	-400.	0.	0.73549
5126	179.94	-400.	0.	0.74555
5127	169.95	-400.	0.	0.75018
5128	159.95	-400.	0.	0.75457
5129	149.96	-400.	0.	0.75869
5130	129.98	-400.	0.	0.76615
5131	109.99	-400.	0.	0.77257
5132	89.998	-400.	0.	0.77793
5133	70.	-400.	0.	0.78223
5134	60.	-400.	0.	0.78398
5135	50.	-400.	0.	0.78546
5136	30.	-400.	0.	0.78761
5137	10.	-400.	0.	0.78869
5138	-10.	-400.	0.	0.78869
5139	-30.	-400.	0.	0.78761
5140	-40.	-400.	0.	0.78667
5141	-50.	-400.	0.	0.78546
5142	-70.	-400.	0.	0.78223
5143	-90.	-400.	0.	0.77793
5144	-110.	-400.	0.	0.77257
5145	-130.	-400.	0.	0.76615
5146	-140.	-400.	0.	0.76254
5147	-150.	-400.	0.	0.75868
5148	-160.	-400.	0.	0.75455
5149	-170.	-400.	0.	0.75016
5150	-190.	-400.	0.	0.74063
5151	-210.	-400.	0.	0.73007
5152	-220.	-400.	0.	0.72442
5153	-230.	-400.	0.	0.71852
5154	-240.	-400.	0.	0.71237
5155	-250.	-400.	0.	0.70598
5156	-270.	-400.	0.	0.69247
5157	-280.	-400.	0.	0.68536
5158	-290.	-400.	0.	0.67802
5159	-300.	-400.	0.	0.67045
5160	-310.	-400.	0.	0.66265
5161	-320.	-400.	0.	0.65462
5162	-330.	-400.	0.	0.64638
5163	-340.	-400.	0.	0.63792
5164	-350.	-400.	0.	0.62924
5165	-370.	-400.	0.	0.61126
5166	-390.	-400.	0.	0.59248
5167	399.98	399.99	0.	0.58282
5168	-400.	400.	0.	0.58279
5169	-400.	-400.	0.	0.58279
5170	-410.03	240.01	0.	0.70014
5171	-410.02	250.01	0.	0.69388
5172	-299.99	410.05	0.	0.65897
5173	-289.99	410.02	0.	0.66643
5174	410.	-100.	0.	0.76207
5175	410.	-110.	0.	0.7593
5176	400.	-400.	0.	0.58279
5177	399.97	409.99	0.	0.57295
5178	-410.	400.	0.	0.57292
5179	-400.	-410.	0.	0.57292
5180	-410.	-390.	0.	0.58243
5181	-410.	-380.	0.	0.59176
5182	-410.	-370.	0.	0.60089
5183	-410.	-360.	0.	0.60982
5184	-410.	-350.	0.	0.61854
5185	-410.	-330.	0.	0.63538
5186	-410.	-320.	0.	0.64348
5187	-410.	-310.	0.	0.65136
5188	-410.01	-289.99	0.	0.66645
5189	-410.06	-269.96	0.	0.6806
5190	-410.16	-249.93	0.	0.69375
5191	-410.2	-239.93	0.	0.69998
5192	-410.21	-229.92	0.	0.70601
5193	-410.13	-209.94	0.	0.71744
5194	-410.04	-189.97	0.	0.7279
5195	-410.01	-169.99	0.	0.7373
5196	-410.	-159.99	0.	0.74161
5197	-410.	-150.	0.	0.74566
5198	-410.	-140.	0.	0.74946
5199	-410.	-130.	0.	0.753
5200	-410.	-120.	0.	0.75628
5201	-410.	-110.	0.	0.7593
5202	-410.	-100.	0.	0.76206
5203	-410.	-90.	0.	0.76457
5204	-410.	-80.	0.	0.76681
5205	-410.	-70.	0.	0.76879
5206	-410.	-60.	0.	0.7705
5207	-410.	-50.	0.	0.77196
5208	-410.	-30.	0.	0.77407
5209	-410.	20.	0.	0.77473
5210	-410.	30.	0.	0.77407
5211	-410.	50.	0.	0.77196
5212	-410.	60.	0.	0.7705
5213	-410.	70.	0.	0.76879
5214	-410.	80.	0.	0.76681
5215	-410.	90.	0.	0.76457
5216	-410.	110.	0.	0.7593
5217	-410.	130.	0.	0.75299
5218	-410.	140.	0.	0.74945
5219	-410.	150.	0.	0.74566
5220	-410.02	170.	0.	0.73728
5221	-410.08	210.01	0.	0.71746
5222	-410.05	230.01	0.	0.70615
5223	-410.01	260.01	0.	0.68738
5224	-410.	270.	0.	0.68064
5225	-410.	290.	0.	0.66645
5226	-410.	310.	0.	0.65136
5227	-410.	330.	0.	0.63538
5228	-410.	360.	0.	0.60982
5229	-410.	370.	0.	0.60089
5230	-410.	390.	0.	0.58243
5231	-390.	410.01	0.	0.58243
5232	-379.99	410.02	0.	0.59174
5233	-369.99	410.05	0.	0.60084
5234	-359.98	410.09	0.	0.60973
5235	-349.98	410.14	0.	0.61842
5236	-329.98	410.16	0.	0.63522
5237	-319.98	410.13	0.	0.64335
5238	-309.98	410.09	0.	0.65127
5239	-279.99	410.01	0.	0.67366
5240	-269.99	410.	0.	0.68065
5241	-249.99	410.	0.	0.69391
5242	-229.99	410.	0.	0.70623
5243	-209.99	410.	0.	0.71757
5244	-199.99	410.	0.	0.72288
5245	-190.	410.	0.	0.72794
5246	-170.	410.	0.	0.7373
5247	-150.	410.	0.	0.74566
5248	-130.	410.	0.	0.753
5249	-110.	410.	0.	0.7593
5250	-90.	410.	0.	0.76457
5251	-70.	410.	0.	0.76879
5252	-50.	410.	0.	0.77196
5253	-40.	410.	0.	0.77315
5254	-29.999	410.	0.	0.77407
5255	-9.9933	410.01	0.	0.77511
5256	30.06	410.23	0.	0.77375
5257	50.105	410.34	0.	0.77148
5258	70.142	410.31	0.	0.76834
5259	90.154	410.24	0.	0.7642
5260	130.11	410.3	0.	0.75256
5261	150.08	410.33	0.	0.74519
5262	170.06	410.21	0.	0.737
5263	190.07	410.09	0.	0.72778
5264	210.12	410.14	0.	0.71733
5265	230.17	410.35	0.	0.70569
5266	250.25	410.61	0.	0.693
5267	270.22	410.59	0.	0.6798
5268	280.17	410.47	0.	0.67299
5269	290.14	410.31	0.	0.666
5270	330.04	410.03	0.	0.63532
5271	350.02	410.02	0.	0.61851
5272	370.01	410.01	0.	0.60087
5273	380.	410.	0.	0.59175
5274	389.99	410.	0.	0.58245
5275	409.99	389.99	0.	0.58246
5276	410.	370.	0.	0.60089
5277	410.	330.	0.	0.63538
5278	410.	290.	0.	0.66645
5279	410.	270.	0.	0.68065
5280	410.	250.	0.	0.69391
5281	410.	240.	0.	0.70019
5282	410.	230.	0.	0.70622
5283	410.	210.	0.	0.71757
5284	410.	199.99	0.	0.72288
5285	410.	189.99	0.	0.72794
5286	410.	179.98	0.	0.73275
5287	410.	169.97	0.	0.73731
5288	410.	149.94	0.	0.74568
5289	410.	139.91	0.	0.74948
5290	410.01	129.88	0.	0.75303
5291	410.01	119.86	0.	0.75631
5292	410.01	109.84	0.	0.75933
5293	410.01	99.822	0.	0.7621
5294	410.01	79.822	0.	0.76683
5295	410.01	59.867	0.	0.77051
5296	409.99	29.949	0.	0.77409
5297	409.99	9.9874	0.	0.77514
5298	410.	-10.005	0.	0.77513
5299	410.	-30.001	0.	0.77407
5300	410.	-50.	0.	0.77196
5301	410.	-70.	0.	0.76879
5302	410.	-80.001	0.	0.76681
5303	410.	-90.001	0.	0.76457
5304	410.	-130.	0.	0.753
5305	410.	-140.	0.	0.74946
5306	410.	-150.	0.	0.74566
5307	410.	-170.	0.	0.7373
5308	410.	-190.	0.	0.72794
5309	410.	-210.	0.	0.71757
5310	410.	-220.	0.	0.71202
5311	410.	-230.	0.	0.70622
5312	410.	-250.	0.	0.69391
5313	410.	-270.	0.	0.68065
5314	410.	-280.	0.	0.67367
5315	410.	-290.	0.	0.66645
5316	410.	-310.	0.	0.65136
5317	410.	-330.	0.	0.63538
5318	410.	-340.	0.	0.62707
5319	410.	-350.	0.	0.61854
5320	410.	-360.	0.	0.60982
5321	410.	-370.	0.	0.60089
5322	410.	-380.	0.	0.59176
5323	410.	-390.	0.	0.58243
5324	410.	-400.	0.	0.57292
5325	400.	-410.	0.	0.57292
5326	380.	-410.	0.	0.59176
5327	370.	-410.	0.	0.60089
5328	350.	-410.	0.	0.61854
5329	320.	-410.	0.	0.64348
5330	310.	-410.	0.	0.65136
5331	300.	-410.	0.	0.65902
5332	290.	-410.	0.	0.66645
5333	270.	-410.	0.	0.68065
5334	260.	-410.	0.	0.6874
5335	250.	-410.	0.	0.69391
5336	239.99	-410.	0.	0.70019
5337	229.99	-410.	0.	0.70623
5338	209.97	-410.	0.	0.71759
5339	199.96	-410.	0.	0.7229
5340	189.95	-410.	0.	0.72796
5341	169.94	-410.	0.	0.73732
5342	149.95	-410.	0.	0.74568
5343	129.98	-410.	0.	0.753
5344	109.99	-410.	0.	0.7593
5345	89.997	-410.	0.	0.76457
5346	69.999	-410.	0.	0.76879
5347	50.	-410.	0.	0.77196
5348	40.	-410.	0.	0.77315
5349	30.	-410.	0.	0.77407
5350	10.	-410.	0.	0.77513
5351	-3.2832e-006	-410.	0.	0.77526
5352	-10.	-410.	0.	0.77513
5353	-20.	-410.	0.	0.77473
5354	-30.	-410.	0.	0.77407
5355	-40.	-410.	0.	0.77315
5356	-50.	-410.	0.	0.77196
5357	-60.	-410.	0.	0.7705
5358	-70.	-410.	0.	0.76879
5359	-80.	-410.	0.	0.76681
5360	-90.	-410.	0.	0.76457
5361	-110.	-410.	0.	0.7593
5362	-120.	-410.	0.	0.75628
5363	-130.	-410.	0.	0.753
5364	-150.	-410.	0.	0.74566
5365	-160.	-410.	0.	0.74161
5366	-190.	-410.	0.	0.72794
5367	-210.	-410.	0.	0.71757
5368	-220.	-410.	0.	0.71202
5369	-230.	-410.	0.	0.70622
5370	-290.	-410.	0.	0.66645
5371	-300.	-410.	0.	0.65902
5372	-310.	-410.	0.	0.65136
5373	-330.	-410.	0.	0.63538
5374	-370.	-410.	0.	0.60089
5375	-390.	-410.	0.	0.58243
5376	-420.02	240.01	0.	0.68775
5377	-420.01	250.01	0.	0.6816
5378	409.96	409.99	0.	0.56327
5379	-410.	410.	0.	0.56322
5380	-299.99	420.05	0.	0.64733
5381	-289.99	420.02	0.	0.65466
5382	420.	-100.	0.	0.74851
5383	420.	-110.	0.	0.7458
5384	-410.	-410.	0.	0.56322
5385	410.	-410.	0.	0.56322
5386	-420.	-390.	0.	0.5722
5387	-420.	-370.	0.	0.59032
5388	-420.	-360.	0.	0.59908
5389	-420.	-350.	0.	0.60765
5390	-420.	-340.	0.	0.61602
5391	-420.	-330.	0.	0.62418
5392	-420.	-320.	0.	0.63213
5393	-420.	-310.	0.	0.63986
5394	-420.01	-289.99	0.	0.65467
5395	-420.06	-269.97	0.	0.66855
5396	-420.16	-249.94	0.	0.68146
5397	-420.2	-239.93	0.	0.68758
5398	-420.13	-209.94	0.	0.70471
5399	-420.04	-189.97	0.	0.71497
5400	-420.02	-179.98	0.	0.71972
5401	-420.01	-169.99	0.	0.7242
5402	-420.	-150.	0.	0.73241
5403	-420.	-140.	0.	0.73613
5404	-420.	-130.	0.	0.73961
5405	-420.	-110.	0.	0.74579
5406	-420.	-100.	0.	0.7485
5407	-420.	-90.	0.	0.75096
5408	-420.	-80.	0.	0.75316
5409	-420.	-70.	0.	0.7551
5410	-420.	-50.	0.	0.75821
5411	-420.	-30.	0.	0.76029
5412	-420.	-20.	0.	0.76094
5413	-420.	-10.	0.	0.76133
5414	-420.	1.3207e-007	0.	0.76146
5415	-420.	10.	0.	0.76133
5416	-420.	20.	0.	0.76094
5417	-420.	30.	0.	0.76029
5418	-420.	50.	0.	0.75821
5419	-420.	70.	0.	0.7551
5420	-420.	80.	0.	0.75316
5421	-420.	90.	0.	0.75096
5422	-420.	110.	0.	0.74579
5423	-420.	120.	0.	0.74283
5424	-420.	130.	0.	0.73961
5425	-420.	150.	0.	0.73241
5426	-420.01	160.	0.	0.72842
5427	-420.01	170.	0.	0.72419
5428	-420.04	190.	0.	0.71496
5429	-420.06	210.01	0.	0.70477
5430	-420.04	230.01	0.	0.69365
5431	-420.01	260.	0.	0.67522
5432	-420.	290.	0.	0.65468
5433	-420.	310.	0.	0.63986
5434	-420.	330.	0.	0.62418
5435	-420.	350.	0.	0.60765
5436	-420.	360.	0.	0.59909
5437	-420.	370.	0.	0.59032
5438	-420.	390.	0.	0.57221
5439	419.95	409.99	0.	0.55341
5440	-410.	420.	0.	0.55335
5441	-420.	400.	0.	0.56287
5442	-420.	410.	0.	0.55335
5443	-390.	420.01	0.	0.5722
5444	-369.99	420.05	0.	0.59027
5445	-359.98	420.09	0.	0.599
5446	-349.98	420.14	0.	0.60752
5447	-339.98	420.16	0.	0.61586
5448	-329.98	420.16	0.	0.62402
5449	-319.98	420.13	0.	0.63199
5450	-309.99	420.09	0.	0.63977
5451	-279.99	420.01	0.	0.66175
5452	-269.99	420.	0.	0.66861
5453	-249.99	420.	0.	0.68163
5454	-229.99	420.	0.	0.69371
5455	-219.99	420.	0.	0.6994
5456	-209.99	420.	0.	0.70485
5457	-199.99	420.	0.	0.71005
5458	-190.	420.	0.	0.71502
5459	-170.	420.	0.	0.72421
5460	-150.	420.	0.	0.73241
5461	-130.	420.	0.	0.73961
5462	-110.	420.	0.	0.74579
5463	-100.	420.	0.	0.7485
5464	-90.	420.	0.	0.75096
5465	-70.	420.	0.	0.7551
5466	-50.	420.	0.	0.75821
5467	-40.	420.	0.	0.75938
5468	-29.999	420.	0.	0.76029
5469	-9.9939	420.01	0.	0.76131
5470	1.3538e-002	420.03	0.	0.76141
5471	10.026	420.08	0.	0.76122
5472	30.061	420.23	0.	0.75996
5473	40.084	420.3	0.	0.75895
5474	50.106	420.34	0.	0.75773
5475	70.143	420.31	0.	0.75464
5476	90.156	420.24	0.	0.75059
5477	110.14	420.22	0.	0.74545
5478	130.11	420.3	0.	0.73917
5479	150.08	420.33	0.	0.73194
5480	160.07	420.28	0.	0.72803
5481	180.06	420.13	0.	0.71953
5482	190.07	420.09	0.	0.71486
5483	210.12	420.14	0.	0.70459
5484	220.16	420.24	0.	0.699
5485	230.2	420.37	0.	0.69312
5486	270.22	420.57	0.	0.66776
5487	290.14	420.3	0.	0.65422
5488	300.1	420.17	0.	0.6471
5489	310.07	420.09	0.	0.6397
5490	330.03	420.03	0.	0.62412
5491	370.	420.01	0.	0.59031
5492	380.	420.	0.	0.58136
5493	389.99	420.	0.	0.57222
5494	409.96	419.99	0.	0.55339
5495	419.98	389.99	0.	0.57224
5496	420.	370.	0.	0.59033
5497	420.	350.	0.	0.60765
5498	420.	330.	0.	0.62418
5499	420.	310.	0.	0.63986
5500	420.	290.	0.	0.65468
5501	420.	270.	0.	0.66861
5502	420.	260.	0.	0.67523
5503	420.	250.	0.	0.68162
5504	420.	230.	0.	0.69371
5505	420.	210.	0.	0.70485
5506	420.	189.99	0.	0.71502
5507	420.	169.97	0.	0.72422
5508	420.	149.94	0.	0.73243
5509	420.	129.88	0.	0.73964
5510	420.01	119.86	0.	0.74286
5511	420.01	109.84	0.	0.74583
5512	420.01	89.808	0.	0.75099
5513	420.01	69.831	0.	0.75511
5514	420.	19.971	0.	0.76094
5515	420.	9.9825	0.	0.76133
5516	420.	-10.005	0.	0.76133
5517	420.	-30.001	0.	0.76029
5518	420.	-50.	0.	0.75821
5519	420.	-70.001	0.	0.7551
5520	420.	-80.001	0.	0.75316
5521	420.	-90.001	0.	0.75096
5522	420.	-130.	0.	0.73961
5523	420.	-150.	0.	0.73241
5524	420.	-160.	0.	0.72843
5525	420.	-170.	0.	0.72421
5526	420.	-190.	0.	0.71501
5527	420.	-210.	0.	0.70484
5528	420.	-220.	0.	0.6994
5529	420.	-230.	0.	0.69371
5530	420.	-250.	0.	0.68162
5531	420.	-260.	0.	0.67523
5532	420.	-270.	0.	0.66861
5533	420.	-290.	0.	0.65468
5534	420.	-310.	0.	0.63986
5535	420.	-330.	0.	0.62418
5536	420.	-340.	0.	0.61602
5537	420.	-350.	0.	0.60765
5538	420.	-360.	0.	0.59908
5539	420.	-370.	0.	0.59032
5540	420.	-380.	0.	0.58136
5541	420.	-390.	0.	0.57221
5542	-420.	-410.	0.	0.55334
5543	410.	-420.	0.	0.55335
5544	420.	-400.	0.	0.56287
5545	420.	-410.	0.	0.55335
5546	400.	-420.	0.	0.56287
5547	390.	-420.	0.	0.57221
5548	380.	-420.	0.	0.58136
5549	370.	-420.	0.	0.59032
5550	350.	-420.	0.	0.60765
5551	340.	-420.	0.	0.61602
5552	330.	-420.	0.	0.62418
5553	320.	-420.	0.	0.63212
5554	310.	-420.	0.	0.63986
5555	290.	-420.	0.	0.65468
5556	270.	-420.	0.	0.66861
5557	260.	-420.	0.	0.67523
5558	250.	-420.	0.	0.68162
5559	239.99	-420.	0.	0.68779
5560	229.99	-420.	0.	0.69372
5561	199.96	-420.	0.	0.71007
5562	189.95	-420.	0.	0.71504
5563	179.94	-420.	0.	0.71976
5564	169.94	-420.	0.	0.72423
5565	149.95	-420.	0.	0.73242
5566	109.99	-420.	0.	0.7458
5567	89.997	-420.	0.	0.75096
5568	60.	-420.	0.	0.75679
5569	50.	-420.	0.	0.75821
5570	40.	-420.	0.	0.75938
5571	30.	-420.	0.	0.76029
5572	10.	-420.	0.	0.76133
5573	-10.	-420.	0.	0.76133
5574	-30.	-420.	0.	0.76029
5575	-40.	-420.	0.	0.75938
5576	-50.	-420.	0.	0.75821
5577	-70.	-420.	0.	0.7551
5578	-80.	-420.	0.	0.75316
5579	-90.	-420.	0.	0.75096
5580	-110.	-420.	0.	0.74579
5581	-120.	-420.	0.	0.74283
5582	-130.	-420.	0.	0.73961
5583	-140.	-420.	0.	0.73613
5584	-150.	-420.	0.	0.73241
5585	-160.	-420.	0.	0.72843
5586	-170.	-420.	0.	0.72421
5587	-190.	-420.	0.	0.71501
5588	-210.	-420.	0.	0.70484
5589	-220.	-420.	0.	0.6994
5590	-230.	-420.	0.	0.69371
5591	-240.	-420.	0.	0.68778
5592	-250.	-420.	0.	0.68162
5593	-290.	-420.	0.	0.65468
5594	-310.	-420.	0.	0.63986
5595	-330.	-420.	0.	0.62418
5596	-350.	-420.	0.	0.60765
5597	-370.	-420.	0.	0.59032
5598	-390.	-420.	0.	0.5722
5599	-410.	-420.	0.	0.55334
5600	419.95	419.99	0.	0.54371
5601	-420.	420.	0.	0.54365
5602	-420.01	-420.	0.	0.54364
5603	-430.02	240.	0.	0.67514
5604	-430.01	250.	0.	0.66911
5605	-299.99	430.05	0.	0.63549
5606	-289.99	430.02	0.	0.64267
5607	429.99	-100.	0.	0.73472
5608	429.99	-110.	0.	0.73206
5609	420.	-420.	0.	0.54365
5610	419.97	430.	0.	0.53382
5611	-430.	420.	0.	0.53378
5612	-420.01	-430.01	0.	0.53377
5613	-430.	-410.	0.	0.54329
5614	-430.	-390.	0.	0.5618
5615	-430.	-370.	0.	0.57956
5616	-430.	-360.	0.	0.58816
5617	-430.	-350.	0.	0.59657
5618	-430.	-320.	0.	0.62057
5619	-430.	-310.	0.	0.62816
5620	-430.01	-289.99	0.	0.64269
5621	-430.03	-279.98	0.	0.64961
5622	-430.06	-269.97	0.	0.6563
5623	-430.16	-249.94	0.	0.66896
5624	-430.2	-239.93	0.	0.67495
5625	-430.13	-209.94	0.	0.69176
5626	-430.08	-199.96	0.	0.69692
5627	-430.04	-189.97	0.	0.70183
5628	-430.01	-169.99	0.	0.71088
5629	-430.	-150.	0.	0.71893
5630	-430.	-140.	0.	0.72258
5631	-430.	-130.	0.	0.72599
5632	-430.	-110.	0.	0.73205
5633	-430.	-100.	0.	0.73471
5634	-430.	-90.	0.	0.73712
5635	-430.	-80.	0.	0.73928
5636	-430.	-70.	0.	0.74118
5637	-430.	-50.	0.	0.74423
5638	-430.	-30.	0.	0.74627
5639	-430.	-10.	0.	0.74728
5640	-430.	10.	0.	0.74728
5641	-430.	30.	0.	0.74627
5642	-430.	40.	0.	0.74538
5643	-430.	50.	0.	0.74423
5644	-430.	70.	0.	0.74118
5645	-430.	80.	0.	0.73928
5646	-430.	90.	0.	0.73712
5647	-430.	100.	0.	0.73471
5648	-430.	110.	0.	0.73205
5649	-430.	120.	0.	0.72914
5650	-430.	130.	0.	0.72599
5651	-430.	150.	0.	0.71892
5652	-430.01	170.	0.	0.71087
5653	-430.03	190.	0.	0.70183
5654	-430.04	210.	0.	0.69184
5655	-430.03	230.01	0.	0.68094
5656	-430.	270.	0.	0.65635
5657	-430.	290.	0.	0.64269
5658	-430.	300.	0.	0.63554
5659	-430.	310.	0.	0.62816
5660	-430.	330.	0.	0.61278
5661	-430.	350.	0.	0.59657
5662	-430.	360.	0.	0.58817
5663	-430.	370.	0.	0.57957
5664	-430.	390.	0.	0.5618
5665	-430.	410.	0.	0.5433
5666	-410.	430.	0.	0.5433
5667	-390.	430.01	0.	0.56179
5668	-369.99	430.05	0.	0.57952
5669	-359.98	430.09	0.	0.58808
5670	-349.98	430.13	0.	0.59644
5671	-329.98	430.16	0.	0.61261
5672	-319.98	430.13	0.	0.62044
5673	-309.99	430.08	0.	0.62807
5674	-279.99	430.01	0.	0.64963
5675	-269.99	430.	0.	0.65636
5676	-249.99	430.	0.	0.66913
5677	-239.99	430.	0.	0.67517
5678	-229.99	430.	0.	0.68098
5679	-219.99	430.	0.	0.68655
5680	-209.99	430.	0.	0.6919
5681	-170.	430.	0.	0.71088
5682	-150.	430.	0.	0.71893
5683	-130.	430.	0.	0.72599
5684	-110.	430.	0.	0.73205
5685	-70.	430.	0.	0.74118
5686	-50.	430.	0.	0.74423
5687	-40.	430.	0.	0.74538
5688	-29.999	430.	0.	0.74626
5689	-9.9934	430.01	0.	0.74727
5690	1.4146e-002	430.04	0.	0.74736
5691	10.026	430.08	0.	0.74717
5692	30.062	430.23	0.	0.74594
5693	50.106	430.34	0.	0.74374
5694	70.144	430.31	0.	0.74071
5695	90.157	430.25	0.	0.73674
5696	110.14	430.22	0.	0.7317
5697	130.11	430.29	0.	0.72554
5698	150.09	430.32	0.	0.71846
5699	160.07	430.27	0.	0.71463
5700	170.06	430.2	0.	0.71059
5701	180.06	430.13	0.	0.7063
5702	190.07	430.09	0.	0.70171
5703	210.12	430.14	0.	0.69164
5704	220.16	430.24	0.	0.68616
5705	230.2	430.36	0.	0.6804
5706	250.25	430.61	0.	0.66819
5707	270.22	430.56	0.	0.65552
5708	280.18	430.44	0.	0.64897
5709	290.14	430.29	0.	0.64225
5710	330.02	430.02	0.	0.61273
5711	350.01	430.01	0.	0.59655
5712	370.	430.01	0.	0.57956
5713	380.	430.	0.	0.57077
5714	389.99	430.	0.	0.5618
5715	409.98	430.	0.	0.54332
5716	429.94	409.99	0.	0.54337
5717	429.97	389.99	0.	0.56183
5718	430.	369.99	0.	0.57958
5719	430.	350.	0.	0.59657
5720	430.	330.	0.	0.61278
5721	430.	310.	0.	0.62816
5722	430.	300.	0.	0.63554
5723	430.	270.	0.	0.65636
5724	430.	230.	0.	0.68098
5725	430.	210.	0.	0.6919
5726	430.	189.99	0.	0.70188
5727	430.	179.98	0.	0.70651
5728	430.	149.94	0.	0.71895
5729	430.	129.88	0.	0.72602
5730	430.01	119.86	0.	0.72918
5731	430.01	109.83	0.	0.73209
5732	430.01	99.814	0.	0.73475
5733	430.01	89.807	0.	0.73715
5734	430.01	69.825	0.	0.74119
5735	430.01	49.884	0.	0.74424
5736	429.99	29.942	0.	0.74628
5737	430.	9.9781	0.	0.74729
5738	430.	-1.275e-002	0.	0.74741
5739	430.	-10.007	0.	0.74728
5740	430.	-30.002	0.	0.74627
5741	430.	-50.001	0.	0.74423
5742	430.	-70.001	0.	0.74118
5743	429.99	-90.003	0.	0.73713
5744	430.	-130.	0.	0.72599
5745	430.	-150.	0.	0.71893
5746	430.	-170.	0.	0.71088
5747	430.	-190.	0.	0.70187
5748	430.	-210.	0.	0.6919
5749	430.	-220.	0.	0.68655
5750	430.	-240.	0.	0.67516
5751	430.	-250.	0.	0.66912
5752	430.	-270.	0.	0.65636
5753	430.	-280.	0.	0.64964
5754	430.	-290.	0.	0.64269
5755	430.	-310.	0.	0.62816
5756	430.	-330.	0.	0.61278
5757	430.	-340.	0.	0.60477
5758	430.	-350.	0.	0.59657
5759	430.	-360.	0.	0.58816
5760	430.	-370.	0.	0.57957
5761	430.	-380.	0.	0.57077
5762	430.	-390.	0.	0.5618
5763	430.	-400.	0.	0.55264
5764	430.	-410.	0.	0.5433
5765	430.	-420.	0.	0.53378
5766	410.	-430.	0.	0.5433
5767	390.	-430.	0.	0.5618
5768	380.	-430.	0.	0.57077
5769	370.	-430.	0.	0.57957
5770	350.	-430.	0.	0.59657
5771	340.	-430.	0.	0.60477
5772	330.	-430.	0.	0.61278
5773	310.	-430.	0.	0.62816
5774	290.	-430.	0.	0.64269
5775	270.	-430.	0.	0.65636
5776	260.	-430.	0.	0.66285
5777	250.	-430.	0.	0.66912
5778	229.99	-430.	0.	0.68098
5779	209.97	-430.	0.	0.69191
5780	199.96	-430.	0.	0.69702
5781	189.95	-430.	0.	0.70189
5782	169.94	-430.	0.	0.71091
5783	149.95	-430.	0.	0.71894
5784	129.97	-430.	0.	0.72599
5785	109.99	-430.	0.	0.73206
5786	99.993	-430.	0.	0.73471
5787	89.996	-430.	0.	0.73712
5788	69.999	-430.	0.	0.74118
5789	40.	-430.	0.	0.74538
5790	30.	-430.	0.	0.74627
5791	10.	-430.	0.	0.74728
5792	-10.	-430.	0.	0.74728
5793	-30.	-430.	0.	0.74627
5794	-50.	-430.	0.	0.74423
5795	-70.	-430.	0.	0.74118
5796	-80.	-430.	0.	0.73928
5797	-90.	-430.	0.	0.73712
5798	-110.	-430.	0.	0.73205
5799	-120.	-430.	0.	0.72914
5800	-130.	-430.	0.	0.72599
5801	-140.	-430.	0.	0.72258
5802	-150.	-430.	0.	0.71893
5803	-160.	-430.	0.	0.71503
5804	-170.	-430.	0.	0.71088
5805	-180.	-430.	0.	0.7065
5806	-190.	-430.	0.	0.70187
5807	-220.	-430.	0.	0.68655
5808	-230.	-430.	0.	0.68097
5809	-240.	-430.	0.	0.67516
5810	-250.	-430.	0.	0.66912
5811	-270.	-430.	0.	0.65636
5812	-290.	-430.	0.	0.64269
5813	-300.	-430.	0.	0.63554
5814	-310.	-430.	0.	0.62816
5815	-330.	-430.	0.	0.61278
5816	-350.	-430.	0.	0.59657
5817	-370.	-430.	0.	0.57956
5818	-390.	-430.	0.	0.56179
5819	-400.01	-430.	0.	0.55263
5820	-410.01	-430.	0.	0.54329
5821	-440.01	240.	0.	0.66232
5822	-440.01	250.	0.	0.65641
5823	429.96	429.99	0.	0.52414
5824	-430.	430.	0.	0.5241
5825	-299.99	440.05	0.	0.62344
5826	-289.99	440.02	0.	0.63049
