Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Directional Deformation (mm)
29259	80.038	810.1	0.	0.14731
29260	860.	-780.	0.	1.6459e-002
29261	-900.	300.	0.	4.0515e-002
29262	820.	480.	0.	8.7878e-002
29263	-600.	-670.	0.	0.16856
29264	-620.	450.	0.	0.30453
29265	500.	-220.	0.	0.59115
29266	240.22	650.48	0.	0.35946
29267	300.11	520.16	0.	0.52067
29268	-940.	-100.	0.	1.7674e-002
29269	-520.	-140.	0.	0.59158
29270	300.	-380.	0.	0.69266
29271	-700.	-920.	0.	9.7147e-003
29272	660.	480.	0.	0.24409
29273	-690.	160.	0.	0.31764
29274	-710.	140.	0.	0.28944
29275	-80.	-750.	0.	0.23349
29276	-90.	40.03	0.	1.0551
29277	20.045	700.15	0.	0.31474
29278	20.043	440.15	0.	0.73243
29279	910.	880.	0.	2.3722e-003
29280	420.04	879.98	0.	4.806e-002
29281	300.	-400.	0.	0.67045
29282	-910.	800.	0.	6.1786e-003
29283	-870.	-180.	0.	7.2281e-002
29284	-180.	870.	0.	7.2282e-002
29285	839.99	720.	0.	3.0887e-002
29286	780.	-420.	0.	0.13853
29287	-670.	-60.	0.	0.3623
29288	-439.96	-729.99	0.	0.18628
29289	-530.	100.	0.	0.58575
29290	700.	-150.	0.	0.30361
29291	580.	729.99	0.	0.13248
29292	-680.	-730.	0.	9.0583e-002
29293	460.	-240.	0.	0.63608
29294	-730.	-480.	0.	0.17185
29295	-480.	730.	0.	0.17185
29296	-240.01	-289.99	0.	0.83006
29297	170.01	39.924	0.	1.0168
29298	220.	-940.	0.	1.6613e-002
29299	-250.11	-219.95	0.	0.87939
29300	-350.11	-259.95	0.	0.75552
29301	380.01	730.	0.	0.20605
29302	-880.	540.	0.	3.7164e-002
29303	360.	19.963	0.	0.83991
29304	550.	320.	0.	0.46901
29305	870.	260.	0.	6.8107e-002
29306	-120.	-870.	0.	7.4434e-002
29307	610.	-460.	0.	0.30946
29308	460.	119.86	0.	0.68681
29309	440.01	99.817	0.	0.72073
29310	500.03	710.	0.	0.18368
29311	100.15	720.22	0.	0.27798
29312	199.96	-230.	0.	0.90911
29313	-240.08	180.01	0.	0.91358
29314	-260.	-430.	0.	0.66285
29315	-700.	480.02	0.	0.2024
29316	-650.	440.	0.	0.27615
29317	-420.	-950.	0.	9.2744e-003
29318	980.	-320.	0.	1.7811e-003
29319	-160.	950.	0.	1.2147e-002
29320	-950.	-160.	0.	1.2147e-002
29321	-600.	710.	0.	0.13878
29322	-710.	-600.	0.	0.13878
29323	-659.99	260.	0.	0.33913
29324	-370.	-120.	0.	0.80762
29325	20.042	410.15	0.	0.77453
29326	260.	-340.	0.	0.76611
29327	-320.	-800.	0.	0.13636
29328	-180.01	-260.	0.	0.89672
29329	560.	340.	0.	0.44409
29330	570.	59.878	0.	0.5276
29331	760.01	-680.02	0.	7.5072e-002
29332	500.	-840.	0.	6.852e-002
29333	340.01	870.	0.	6.2488e-002
29334	-640.	520.04	0.	0.24138
29335	-690.	480.02	0.	0.21274
29336	-60.	-710.	0.	0.29724
29337	460.09	760.01	0.	0.1483
29338	-810.	280.	0.	0.1305
29339	-430.2	-229.93	0.	0.68075
29340	100.	-950.	0.	1.245e-002
29341	970.	-390.	0.	3.6062e-003
29342	-860.	440.	0.	6.122e-002
29343	520.	440.	0.	0.42227
29344	620.	-40.002	0.	0.44658
29345	-180.	229.99	0.	0.92166
29346	400.	960.	0.	6.2237e-003
29347	-730.	200.	0.	0.24979
29348	410.	300.	0.	0.65902
29349	-39.941	89.937	0.	1.0552
29350	-270.	-980.	0.	1.8746e-003
29351	380.	-40.001	0.	0.81295
29352	-420.18	-219.93	0.	0.69921
29353	-370.	-40.	0.	0.8257
29354	440.	-380.	0.	0.56001
29355	460.1	670.01	0.	0.24356
29356	40.003	-79.995	0.	1.0583
29357	-140.	440.	0.	0.7088
29358	20.	930.01	0.	2.4069e-002
29359	-670.	370.	0.	0.28469
29360	-179.99	100.	0.	0.99569
29361	640.	-690.01	0.	0.13281
29362	240.01	200.03	0.	0.90117
29363	-660.	-159.99	0.	0.36502
29364	-160.	660.	0.	0.36502
29365	100.13	250.22	0.	0.94178
29366	-200.	-300.	0.	0.84751
29367	730.	-340.	0.	0.2179
29368	340.	240.	0.	0.78045
29369	139.96	-250.	0.	0.92626
29370	-80.	-710.	0.	0.29587
29371	-280.	920.	0.	2.726e-002
29372	-920.	-280.	0.	2.726e-002
29373	-800.	300.	0.	0.13949
29374	620.	-700.	0.	0.13631
29375	900.	400.	0.	3.5543e-002
29376	930.	400.	0.	1.8223e-002
29377	239.99	-220.	0.	0.88751
29378	180.	-700.	0.	0.29855
29379	980.	-580.	0.	1.0737e-003
29380	280.	-410.	0.	0.67367
29381	-970.	-520.	0.	2.8068e-003
29382	-520.	970.	0.	2.8068e-003
29383	-600.	810.	0.	6.9814e-002
29384	-810.	-600.	0.	6.9814e-002
29385	40.	-700.	0.	0.31436
29386	500.03	800.	0.	0.10059
29387	49.939	40.122	0.	1.0655
29388	-439.97	-700.	0.	0.21946
29389	1.6521e-002	620.04	0.	0.4477
29390	-640.	180.	0.	0.39228
29391	200.09	500.1	0.	0.59989
29392	-680.01	-299.99	0.	0.29737
29393	-230.	20.	0.	0.97519
29394	670.	660.	0.	0.13428
29395	-180.	660.	0.	0.36079
29396	-660.02	-179.97	0.	0.36077
29397	-680.	600.03	0.	0.16104
29398	-440.2	-229.93	0.	0.66781
29399	-690.01	-299.99	0.	0.2834
29400	-299.91	690.07	0.	0.28333
29401	-750.	-380.	0.	0.18219
29402	-380.	750.01	0.	0.18218
29403	-560.	60.	0.	0.54389
29404	-800.	740.03	0.	4.0343e-002
29405	-210.	-80.	0.	0.98086
29406	-720.	100.	0.	0.27834
29407	-180.01	209.99	0.	0.93668
29408	-60.001	280.	0.	0.92431
29409	420.01	-730.	0.	0.19311
29410	-40.	-460.	0.	0.70202
29411	500.03	630.	0.	0.26343
29412	-599.93	220.06	0.	0.44279
29413	70.	-790.	0.	0.17529
29414	840.	-480.	0.	7.162e-002
29415	440.02	-710.02	0.	0.20825
29416	320.	-710.	0.	0.24993
29417	840.	-540.	0.	6.207e-002
29418	-480.	570.	0.	0.3383
29419	-499.98	-980.04	0.	1.3214e-003
29420	-430.	140.	0.	0.72258
29421	190.01	79.841	0.	0.99533
29422	260.	-980.	0.	1.8915e-003
29423	940.	400.	0.	1.3591e-002
29424	-900.	-620.	0.	2.0781e-002
29425	-620.	900.	0.	2.0781e-002
29426	100.13	240.23	0.	0.95045
29427	-850.	-420.	0.	7.1711e-002
29428	-420.	850.	0.	7.1711e-002
29429	180.06	500.12	0.	0.60799
29430	720.	59.963	0.	0.28129
29431	740.01	-680.02	0.	8.534e-002
29432	640.	-780.	0.	7.723e-002
29433	820.	-420.	0.	9.8622e-002
29434	520.01	670.	0.	0.21275
29435	-359.98	510.1	0.	0.49466
29436	710.	-410.	0.	0.2197
29437	40.	-770.	0.	0.20521
29438	20.	-830.	0.	0.12275
29439	20.	-840.	0.	0.11034
29440	-60.	-570.	0.	0.52759
29441	490.	-870.	0.	4.8465e-002
29442	-400.	-980.	0.	1.6006e-003
29443	950.	980.	0.	1.1129e-005
29444	910.	-600.	0.	1.8326e-002
29445	520.03	479.99	0.	0.38889
29446	260.	-710.	0.	0.26636
29447	500.05	479.98	0.	0.40848
29448	520.01	680.	0.	0.20325
29449	500.	280.	0.	0.55958
29450	-320.	-890.	0.	4.7236e-002
29451	-520.	-299.99	0.	0.52095
29452	80.	-610.	0.	0.45952
29453	-60.	440.	0.	0.72865
29454	-880.	640.	0.	2.6899e-002
29455	360.	-400.	0.	0.62035
29456	60.	-670.	0.	0.3623
29457	970.	-320.	0.	3.9529e-003
29458	920.	-940.	0.	4.4784e-004
29459	-200.	-480.	0.	0.62869
29460	970.	-260.	0.	4.1986e-003
29461	-160.	210.	0.	0.94818
29462	239.99	-500.	0.	0.58141
29463	-20.	-700.	0.	0.31498
29464	-40.	-700.	0.	0.31436
29465	550.	-480.	0.	0.35878
29466	570.	560.	0.	0.27612
29467	180.	-720.	0.	0.26807
29468	-40.	840.	0.	0.11013
29469	900.	50.	0.	4.6892e-002
29470	570.	240.	0.	0.48027
29471	800.	-340.	0.	0.13305
29472	440.	-810.	0.	0.10441
29473	830.	-20.	0.	0.12275
29474	860.01	-579.99	0.	4.3722e-002
29475	-900.	-720.	0.	1.3221e-002
29476	-720.	900.	0.	1.3221e-002
29477	970.	300.	0.	4.0402e-003
29478	750.	360.	0.	0.18754
29479	320.	-240.	0.	0.80111
29480	-800.04	-259.98	0.	0.14514
29481	-259.99	799.99	0.	0.1452
29482	-360.	810.01	0.	0.11872
29483	-810.	-360.	0.	0.11872
29484	-180.	410.	0.	0.73275
29485	210.	-20.004	0.	0.99115
29486	-600.	-960.	0.	3.9118e-003
29487	360.	-640.	0.	0.32801
29488	500.	-920.	0.	1.9388e-002
29489	-970.	440.	0.	3.3211e-003
29490	700.	360.	0.	0.25004
29491	-730.	600.	0.	0.12419
29492	-859.98	800.03	0.	1.3988e-002
29493	-800.05	-849.97	0.	1.5833e-002
29494	-390.03	-279.97	0.	0.69682
29495	400.	-860.	0.	6.5557e-002
29496	920.	560.	0.	1.6639e-002
29497	-510.	60.	0.	0.62369
29498	-640.	360.	0.	0.32801
29499	580.	-820.	0.	6.788e-002
29500	-890.	-460.	0.	3.8096e-002
29501	-460.	890.	0.	3.8096e-002
29502	-620.01	-299.99	0.	0.38214
29503	200.	-40.001	0.	0.99654
29504	100.13	670.22	0.	0.35808
29505	230.	179.99	0.	0.92165
29506	-680.	270.	0.	0.30683
29507	480.01	119.86	0.	0.65755
29508	760.	-840.	0.	2.4124e-002
29509	260.15	270.34	0.	0.83187
29510	-2.8661e-009	-930.	0.	2.4088e-002
29511	-780.	-910.	0.	7.296e-003
29512	-910.	780.	0.	7.2961e-003
29513	-120.	-670.	0.	0.35583
29514	-60.	-490.	0.	0.6546
29515	-400.	-730.	0.	0.19972
29516	620.	340.	0.	0.36401
29517	-180.	800.	0.	0.15423
29518	-800.01	-179.98	0.	0.15421
29519	480.	-840.	0.	7.162e-002
29520	460.	-860.	0.	5.8927e-002
29521	340.	-780.	0.	0.15617
29522	640.	580.	0.	0.20398
29523	40.084	430.29	0.	0.74495
29524	-80.	-670.	0.	0.36062
29525	160.07	550.29	0.	0.53894
29526	420.	-890.	0.	4.0994e-002
29527	870.	180.	0.	7.2282e-002
29528	-60.	-670.	0.	0.3623
29529	-300.	-470.	0.	0.58626
29530	560.	-220.	0.	0.50327
29531	-60.	-380.	0.	0.81017
29532	-660.	-340.	0.	0.31015
29533	-339.93	660.18	0.	0.30994
29534	-259.99	480.	0.	0.59804
29535	-480.12	-259.94	0.	0.59791
29536	-910.	380.	0.	3.0129e-002
29537	-840.	360.	0.	8.8119e-002
29538	730.	139.93	0.	0.25858
29539	910.	-260.	0.	3.4635e-002
29540	730.	520.	0.	0.1566
29541	-539.96	-960.01	0.	4.6716e-003
29542	-880.	420.	0.	4.8048e-002
29543	-380.	-980.	0.	1.6492e-003
29544	120.	-160.	0.	1.0002
29545	570.	400.	0.	0.39422
29546	790.11	-620.08	0.	7.6991e-002
29547	520.	300.	0.	0.52095
29548	-270.	-890.	0.	4.9773e-002
29549	560.	780.	0.	0.10106
29550	500.	59.86	0.	0.63924
29551	900.	-950.	0.	4.9826e-004
29552	860.	180.	0.	8.2604e-002
29553	-380.	-610.	0.	0.35663
29554	-970.	460.	0.	3.199e-003
29555	-60.	-370.	0.	0.82287
29556	-800.	130.	0.	0.15824
29557	700.	-260.	0.	0.28072
29558	680.	-790.	0.	6.0288e-002
29559	-520.	30.	0.	0.61078
29560	580.	-180.	0.	0.48663
29561	610.	-140.	0.	0.44937
29562	200.09	350.1	0.	0.79463
29563	-720.	-480.	0.	0.18194
29564	-480.	720.	0.	0.18194
29565	-420.	510.	0.	0.44933
29566	-519.85	-780.02	0.	0.11249
29567	320.01	260.01	0.	0.78635
29568	-490.	-20.	0.	0.65816
29569	-720.	-490.	0.	0.17798
29570	-490.	720.	0.	0.17798
29571	-320.	100.	0.	0.87245
29572	-530.	300.01	0.	0.50746
29573	380.01	660.	0.	0.29312
29574	970.	-460.	0.	3.199e-003
29575	-180.	-160.	0.	0.96855
29576	190.	-1.103e-002	0.	1.0064
29577	-500.08	-199.95	0.	0.59999
29578	-200.	500.	0.	0.60008
29579	-980.	130.	0.	2.0538e-003
29580	-359.98	480.1	0.	0.53085
29581	-480.	-360.	0.	0.53095
29582	-610.	-500.	0.	0.28351
29583	-500.	610.	0.	0.28351
29584	-460.	590.	0.	0.3313
29585	-440.	610.	0.	0.32188
29586	-610.	-440.	0.	0.32188
29587	680.	480.	0.	0.22315
29588	480.	-440.	0.	0.46449
29589	260.	-380.	0.	0.72256
29590	620.	-60.	0.	0.44509
29591	19.999	910.01	0.	3.8653e-002
29592	910.	-740.	0.	9.6521e-003
29593	-920.	-940.	0.	4.4785e-004
29594	-940.	920.	0.	4.4785e-004
29595	-539.91	-670.01	0.	0.20202
29596	-380.01	-550.	0.	0.43178
29597	799.99	840.	0.	1.7763e-002
29598	320.04	870.03	0.	6.3997e-002
29599	320.	-930.	0.	2.0302e-002
29600	760.13	-620.08	0.	9.5893e-002
29601	-520.	60.	0.	0.60799
29602	420.	-960.	0.	6.0246e-003
29603	-940.	980.	0.	1.9488e-005
29604	-980.	-940.	0.	1.9488e-005
29605	360.01	59.868	0.	0.8353
29606	-60.	430.	0.	0.74283
29607	-890.	580.	0.	2.8292e-002
29608	-870.	460.	0.	5.1598e-002
29609	60.	-960.	0.	8.1624e-003
29610	670.	-400.	0.	0.27178
29611	740.	-380.	0.	0.19405
29612	-40.	-440.	0.	0.73114
29613	-439.97	-629.96	0.	0.29909
29614	-279.99	390.01	0.	0.69683
29615	540.01	699.98	0.	0.17508
29616	540.01	719.99	0.	0.15742
29617	-660.01	-289.98	0.	0.32906
29618	-289.9	660.06	0.	0.32903
29619	-920.	500.	0.	1.9388e-002
29620	400.02	460.	0.	0.52091
29621	-220.	-550.	0.	0.51821
29622	510.04	499.99	0.	0.38091
29623	-490.	260.	0.	0.58454
29624	-720.	420.	0.	0.20449
29625	780.01	-680.02	0.	6.5117e-002
29626	880.	-800.	0.	1.0561e-002
29627	730.	220.	0.	0.2462
29628	-849.96	820.06	0.	1.3177e-002
29629	-820.06	-849.96	0.	1.3178e-002
29630	-360.	830.	0.	9.7977e-002
29631	-830.	-360.	0.	9.798e-002
29632	500.	-480.	0.	0.40852
29633	530.	-480.	0.	0.37896
29634	770.	-380.	0.	0.15902
29635	970.	660.	0.	1.7791e-003
29636	-970.	-220.	0.	4.335e-003
29637	-220.	970.	0.	4.335e-003
29638	100.	-840.	0.	0.10866
29639	-790.	460.	0.	0.11899
29640	720.	440.	0.	0.19722
29641	750.	-60.	0.	0.23456
29642	199.96	-220.	0.	0.91667
29643	-300.	140.	0.	0.87895
29644	-640.	-790.	0.	7.1493e-002
29645	490.	-200.	0.	0.61446
29646	800.	960.	0.	1.2954e-003
29647	410.	-20.003	0.	0.77474
29648	-810.	540.	0.	8.3516e-002
29649	930.	520.	0.	1.438e-002
29650	220.16	350.25	0.	0.78243
29651	-339.98	400.16	0.	0.63777
29652	680.	-770.	0.	7.0061e-002
29653	-580.	950.	0.	6.4171e-003
29654	-950.	-580.	0.	6.4171e-003
29655	-860.	980.	0.	1.6209e-004
29656	-980.	-860.	0.	1.6209e-004
29657	-670.	-360.	0.	0.2888
29658	-359.97	670.1	0.	0.28869
29659	-70.	-350.	0.	0.84555
29660	540.01	729.99	0.	0.14871
29661	-680.	-960.	0.	2.8474e-003
29662	-60.	-550.	0.	0.56009
29663	-720.	-980.	0.	5.9441e-004
29664	160.06	780.3	0.	0.18277
29665	40.	-680.	0.	0.34702
29666	-570.	-159.99	0.	0.50816
29667	560.	-700.	0.	0.16557
29668	-320.08	-199.95	0.	0.82721
29669	479.99	380.	0.	0.51533
29670	240.23	620.5	0.	0.4046
29671	-520.	-420.	0.	0.43818
29672	-700.	-340.	0.	0.25688
29673	-339.95	700.16	0.	0.25669
29674	660.	-340.	0.	0.31015
29675	430.	-830.	0.	8.7779e-002
29676	930.	-5.9787e-007	0.	2.4088e-002
29677	719.83	820.19	0.	3.786e-002
29678	189.99	-160.	0.	0.9621
29679	-219.99	779.99	0.	0.17627
29680	-780.12	-219.93	0.	0.1761
29681	-800.08	-239.96	0.	0.14764
29682	470.	-420.	0.	0.4927
29683	890.	680.	0.	1.9346e-002
29684	-600.	-50.	0.	0.47911
29685	-680.	980.	0.	7.3276e-004
29686	-980.	-680.	0.	7.3276e-004
29687	-920.	860.	0.	2.5455e-003
29688	-620.	930.	0.	1.067e-002
29689	-930.	-620.	0.	1.067e-002
29690	770.	39.983	0.	0.20521
29691	-660.	-700.	0.	0.11647
29692	470.	-160.01	0.	0.65929
29693	60.01	-69.993	0.	1.0574
29694	440.	-980.	0.	1.497e-003
29695	340.	-350.	0.	0.68898
29696	960.	-180.	0.	7.7997e-003
29697	-229.99	530.	0.	0.54337
29698	-259.99	430.	0.	0.66286
29699	150.	-40.002	0.	1.0285
29700	-980.	820.	0.	2.7051e-004
29701	800.	-780.	0.	3.073e-002
29702	820.	-800.	0.	2.1838e-002
29703	740.	-760.	0.	5.4569e-002
29704	740.	-770.	0.	5.0914e-002
29705	-260.	-330.	0.	0.77637
29706	-320.	-370.	0.	0.68678
29707	-660.	910.	0.	1.4608e-002
29708	-910.	-660.	0.	1.4608e-002
29709	-420.	520.	0.	0.43818
29710	120.	-650.	0.	0.38825
29711	-40.	-960.	0.	8.1876e-003
29712	160.	-710.	0.	0.28653
29713	-120.	-940.	0.	1.7552e-002
29714	310.06	290.03	0.	0.77158
29715	430.	169.97	0.	0.7109
29716	-680.	-20.	0.	0.34771
29717	540.	770.	0.	0.11493
29718	-190.	30.001	0.	1.0049
29719	890.	80.	0.	5.5577e-002
29720	200.01	39.927	0.	0.99654
29721	-120.	280.	0.	0.90706
29722	720.	-800.	0.	4.5344e-002
29723	120.11	210.28	0.	0.96695
29724	-339.97	610.17	0.	0.37726
29725	-610.	-340.	0.	0.37747
29726	-80.	610.	0.	0.45952
29727	-610.	-80.	0.	0.45952
29728	540.	780.	0.	0.10682
29729	-560.	380.	0.	0.41943
29730	120.	-1.0225e-002	0.	1.0464
29731	-80.	840.	0.	0.10929
29732	-200.	960.	0.	7.7043e-003
29733	-960.	-200.	0.	7.7043e-003
29734	-370.03	-279.97	0.	0.71909
29735	260.	-400.	0.	0.69934
29736	540.	19.971	0.	0.5793
29737	-380.01	-490.	0.	0.50375
29738	600.	-710.	0.	0.13878
29739	380.01	630.	0.	0.33122
29740	960.	-680.	0.	2.8474e-003
29741	-290.	-450.	0.	0.61814
29742	-130.	320.	0.	0.86199
29743	-120.	-790.	0.	0.1726
29744	739.85	820.1	0.	3.371e-002
29745	-790.	-480.	0.	0.11416
29746	-479.99	789.99	0.	0.11418
29747	190.06	790.1	0.	0.16633
29748	-380.	300.01	0.	0.69265
29749	600.	-850.	0.	4.6341e-002
29750	950.	820.	0.	1.6472e-003
29751	120.12	710.27	0.	0.29154
29752	80.011	900.01	0.	4.6595e-002
29753	580.	-900.	0.	2.375e-002
29754	-740.	-940.	0.	4.4808e-003
29755	540.01	500.	0.	0.35245
29756	530.	-420.	0.	0.42692
29757	-190.01	219.99	0.	0.92315
29758	-410.	340.	0.	0.62707
29759	-340.	-410.	0.	0.62707
29760	489.99	-140.03	0.	0.63688
29761	760.	19.996	0.	0.22056
29762	670.	-460.	0.	0.24362
29763	650.	430.	0.	0.28133
29764	-710.	-360.	0.	0.23728
29765	-359.98	710.08	0.	0.23718
29766	240.	-700.	0.	0.28576
29767	300.1	620.15	0.	0.38188
29768	-860.	-480.	0.	5.6558e-002
29769	-480.	860.	0.	5.6561e-002
29770	610.	-280.	0.	0.40491
29771	620.	-320.	0.	0.37333
29772	580.	-980.	0.	1.0738e-003
29773	-760.	580.	0.	0.10977
29774	-250.	-20.	0.	0.95788
29775	540.	930.	0.	1.3667e-002
29776	-40.	-720.	0.	0.28222
29777	350.	-180.	0.	0.80571
29778	220.16	530.24	0.	0.54734
29779	-160.	-79.996	0.	1.0143
29780	210.	-40.001	0.	0.98909
29781	-350.	-820.	0.	0.10966
29782	600.	59.872	0.	0.47824
29783	-310.	80.	0.	0.88886
29784	-770.	160.	0.	0.19726
29785	640.	-440.	0.	0.28759
29786	-109.99	60.021	0.	1.0441
29787	-120.	200.	0.	0.97447
29788	1.0711e-002	79.987	0.	1.0612
29789	-850.	720.	0.	2.7566e-002
29790	990.	50.	0.	5.308e-004
29791	-970.	500.	0.	2.9415e-003
29792	210.12	390.15	0.	0.74209
29793	910.	300.	0.	3.3309e-002
29794	600.	470.	0.	0.31381
29795	-830.	200.	0.	0.11504
29796	460.	220.	0.	0.64678
29797	960.	300.	0.	7.0809e-003
29798	-660.	-930.	0.	9.1145e-003
29799	780.	-170.	0.	0.18219
29800	780.	-140.	0.	0.18503
29801	419.99	29.949	0.	0.7603
29802	-430.04	220.01	0.	0.6865
29803	-550.	-320.	0.	0.46901
29804	-319.97	550.14	0.	0.46883
29805	980.	-920.	0.	4.3234e-005
29806	590.	-180.	0.	0.471
29807	-490.	120.	0.	0.64262
29808	-120.	570.	0.	0.51802
29809	-570.	-120.	0.	0.51802
29810	-279.91	670.03	0.	0.31811
29811	-670.03	-279.97	0.	0.31809
29812	200.02	880.02	0.	6.1697e-002
29813	589.98	-550.02	0.	0.26682
29814	-750.	460.	0.	0.15847
29815	430.01	79.812	0.	0.7393
29816	600.	-20.005	0.	0.4808
29817	460.02	899.99	0.	3.1978e-002
29818	-500.	-159.99	0.	0.61548
29819	119.99	-320.	0.	0.86578
29820	660.	-360.	0.	0.30184
29821	890.	-20.	0.	5.6107e-002
29822	-519.91	-940.04	0.	1.0718e-002
29823	420.05	859.98	0.	6.3438e-002
29824	-499.89	-930.06	0.	1.5052e-002
29825	610.	-200.	0.	0.4338
29826	690.01	119.9	0.	0.32369
29827	920.	-720.	0.	8.72e-003
29828	-770.	280.	0.	0.18002
29829	-740.	-80.	0.	0.24879
29830	20.036	110.15	0.	1.0499
29831	-850.	320.	0.	8.272e-002
29832	-420.04	-450.01	0.	0.51351
29833	-19.977	149.92	0.	1.0307
29834	-550.	340.	0.	0.4572
29835	940.	-720.	0.	5.0528e-003
29836	180.06	410.14	0.	0.73253
29837	139.97	-280.	0.	0.89881
29838	-309.98	400.09	0.	0.66256
29839	-6.5012e-003	-50.001	0.	1.0685
29840	-3.6734e-006	-280.	0.	0.93008
29841	840.	-980.	0.	2.1405e-004
29842	330.01	119.86	0.	0.85475
29843	140.09	240.37	0.	0.9344
29844	-600.	320.01	0.	0.40092
29845	1.6067e-002	750.04	0.	0.23588
29846	-360.	-400.	0.	0.62035
29847	-300.	-450.	0.	0.61127
29848	-490.12	-259.94	0.	0.58441
29849	-259.99	490.	0.	0.58454
29850	120.	-870.	0.	7.4434e-002
29851	-670.	200.	0.	0.34062
29852	440.05	879.97	0.	4.6394e-002
29853	120.13	470.25	0.	0.67184
29854	-590.	-40.	0.	0.49641
29855	900.	-700.	0.	1.4723e-002
29856	570.	-340.	0.	0.43089
29857	-530.04	-189.97	0.	0.55981
29858	560.	830.	0.	6.5279e-002
29859	-320.	-900.	0.	3.9625e-002
29860	-450.	30.	0.	0.71754
29861	610.	-830.	0.	5.5748e-002
29862	-229.99	490.	0.	0.60042
29863	980.	420.	0.	1.5499e-003
29864	-120.	-370.	0.	0.80762
29865	480.08	519.98	0.	0.38886
29866	560.	-490.01	0.	0.34086
29867	750.	260.	0.	0.21036
29868	-980.	390.	0.	1.6252e-003
29869	530.	-280.	0.	0.51861
29870	820.	-860.	0.	1.1634e-002
29871	610.	39.928	0.	0.46322
29872	510.02	459.99	0.	0.41612
29873	-440.	160.	0.	0.7014
29874	-900.	540.	0.	2.6624e-002
29875	890.	-260.	0.	5.0232e-002
29876	880.	-510.	0.	4.0066e-002
29877	-530.	-420.	0.	0.42692
29878	760.	580.	0.	0.10977
29879	860.	280.	0.	7.6365e-002
29880	-920.	780.	0.	5.843e-003
29881	20.	-220.	0.	0.98334
29882	540.	-300.	0.	0.49388
29883	140.09	160.22	0.	0.99083
29884	410.	260.	0.	0.6874
29885	-360.	-660.	0.	0.30184
29886	580.	440.	0.	0.35593
29887	-390.06	180.01	0.	0.75798
29888	-360.	140.	0.	0.81237
29889	-480.	200.	0.	0.62868
29890	-60.	510.	0.	0.62369
29891	-180.	830.	0.	0.11651
29892	-830.01	-180.	0.	0.1165
29893	489.98	400.	0.	0.48786
29894	350.	39.924	0.	0.85038
29895	-560.	-20.	0.	0.54682
29896	400.03	470.	0.	0.51002
29897	-950.	340.	0.	1.0417e-002
29898	-200.	-440.	0.	0.68374
29899	940.	-380.	0.	1.4007e-002
29900	700.01	-680.02	0.	0.10656
29901	829.98	780.	0.	2.3231e-002
29902	200.	950.	0.	1.1867e-002
29903	140.1	440.32	0.	0.70832
29904	910.	-490.	0.	2.4708e-002
29905	-980.	-40.	0.	2.1031e-003
29906	960.	120.	0.	8.0261e-003
29907	420.07	670.01	0.	0.26268
29908	460.09	650.01	0.	0.26547
29909	370.	-260.	0.	0.73381
29910	240.23	400.51	0.	0.71161
29911	490.	240.	0.	0.59533
29912	580.	-490.01	0.	0.32072
29913	-890.	780.	0.	1.0603e-002
29914	-780.	-890.	0.	1.0603e-002
29915	-270.	-820.	0.	0.12006
29916	179.95	-510.	0.	0.59346
29917	140.	-700.	0.	0.3051
29918	-460.	4.3543e-008	0.	0.70393
29919	-120.	-690.	0.	0.32369
29920	-920.	20.	0.	3.0993e-002
29921	-840.	20.	0.	0.11034
29922	150.	-1.6995e-002	0.	1.0314
29923	220.	-740.	0.	0.23178
29924	20.043	430.15	0.	0.74669
29925	-249.99	380.	0.	0.72943
29926	-370.	-30.	0.	0.82669
29927	-340.	1.0213e-007	0.	0.86466
29928	150.	980.	0.	2.0358e-003
29929	910.	100.	0.	3.8084e-002
29930	180.	-80.	0.	1.002
29931	-300.	-860.	0.	7.4807e-002
29932	870.	720.	0.	2.1351e-002
29933	-580.	80.	0.	0.5088
29934	580.	790.	0.	8.8127e-002
29935	440.01	-730.01	0.	0.18624
29936	420.	-600.	0.	0.34573
29937	770.	-730.	0.	5.4042e-002
29938	-930.08	-759.98	0.	5.2511e-003
29939	-759.98	930.08	0.	5.2511e-003
29940	820.	580.	0.	6.788e-002
29941	-930.	-380.	0.	1.8782e-002
29942	-380.	930.	0.	1.8782e-002
29943	-710.	-10.	0.	0.29895
29944	220.12	840.13	0.	0.10182
29945	-519.85	-870.02	0.	4.5193e-002
29946	320.	-670.	0.	0.30428
29947	250.02	920.1	0.	2.7948e-002
29948	200.	920.	0.	2.9085e-002
29949	800.	-920.	0.	4.9433e-003
29950	-739.99	900.02	0.	1.1738e-002
29951	-900.02	-739.99	0.	1.1738e-002
29952	-840.	-440.	0.	7.7542e-002
29953	-440.	840.	0.	7.7542e-002
29954	560.	460.	0.	0.36369
29955	520.	220.	0.	0.56237
29956	-259.97	710.01	0.	0.26635
29957	-710.11	-259.95	0.	0.26622
29958	-360.	-700.	0.	0.25004
29959	-459.91	-780.02	0.	0.12859
29960	39.999	-120.	0.	1.0435
29961	-810.	40.	0.	0.14859
29962	-720.	50.	0.	0.2818
29963	-960.	100.	0.	8.0816e-003
29964	-239.97	690.	0.	0.30051
29965	-690.2	-239.91	0.	0.30024
29966	-880.	-200.	0.	6.172e-002
29967	-200.	880.	0.	6.1722e-002
29968	-490.	-80.	0.	0.65149
29969	-950.	760.	0.	2.7596e-003
29970	-150.01	-120.	0.	1.0057
