Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Shear Elastic Strain (mm/mm)
14291	-320.	-710.	0.	-1.6522e-006
14291	-320.	-710.	0.	1.6522e-006
14292	-350.	-710.	0.	-1.7842e-006
14292	-350.	-710.	0.	1.7842e-006
14293	-360.	-710.	0.	-1.8267e-006
14293	-360.	-710.	0.	1.8267e-006
14294	-370.	-710.	0.	-1.8683e-006
14294	-370.	-710.	0.	1.8683e-006
14295	-380.	-710.	0.	-1.9091e-006
14295	-380.	-710.	0.	1.9091e-006
14296	-390.	-710.	0.	-1.949e-006
14296	-390.	-710.	0.	1.949e-006
14297	-400.	-710.	0.	-1.9879e-006
14297	-400.	-710.	0.	1.9879e-006
14298	-410.	-710.	0.	-2.0259e-006
14298	-410.	-710.	0.	2.0259e-006
14299	-419.99	-710.	0.	-2.0628e-006
14299	-419.99	-710.	0.	2.0628e-006
14300	-429.98	-710.	0.	-2.0986e-006
14300	-429.98	-710.	0.	2.0986e-006
14301	-449.95	-710.	0.	-2.1669e-006
14301	-449.95	-710.	0.	2.1669e-006
14302	-469.89	-710.01	0.	-2.2301e-006
14302	-469.89	-710.01	0.	2.2301e-006
14303	-509.83	-710.03	0.	-2.3407e-006
14303	-509.83	-710.03	0.	2.3407e-006
14304	-529.88	-710.02	0.	-2.3873e-006
14304	-529.88	-710.02	0.	2.3873e-006
14305	-549.94	-710.	0.	-2.4271e-006
14305	-549.94	-710.	0.	2.4271e-006
14306	-559.95	-710.	0.	-2.4444e-006
14306	-559.95	-710.	0.	2.4444e-006
14307	-569.97	-710.	0.	-2.4598e-006
14307	-569.97	-710.	0.	2.4598e-006
14308	-589.99	-710.	0.	-2.4847e-006
14308	-589.99	-710.	0.	2.4847e-006
14309	-599.99	-710.	0.	-2.4941e-006
14309	-599.99	-710.	0.	2.4941e-006
14310	-610.	-710.	0.	-2.5014e-006
14310	-610.	-710.	0.	2.5014e-006
14311	-630.	-710.	0.	-2.5092e-006
14311	-630.	-710.	0.	2.5092e-006
14312	-650.	-710.	0.	-2.5075e-006
14312	-650.	-710.	0.	2.5075e-006
14313	-670.	-710.	0.	-2.4957e-006
14313	-670.	-710.	0.	2.4957e-006
14314	-680.	-710.	0.	-2.4859e-006
14314	-680.	-710.	0.	2.4859e-006
14315	-690.	-710.	0.	-2.4732e-006
14315	-690.	-710.	0.	2.4732e-006
14316	-710.	-710.	0.	-2.4391e-006
14316	-710.	-710.	0.	2.4391e-006
14317	-710.	710.	0.	2.4391e-006
14317	-710.	710.	0.	-2.4391e-006
14318	709.86	710.04	0.	-2.4393e-006
14318	709.86	710.04	0.	2.4393e-006
14319	-520.	719.99	0.	2.3408e-006
14319	-520.	719.99	0.	-2.3408e-006
14320	-510.	719.99	0.	2.3169e-006
14320	-510.	719.99	0.	-2.3169e-006
14321	699.82	720.05	0.	-2.4359e-006
14321	699.82	720.05	0.	2.4359e-006
14322	710.	-710.	0.	2.4391e-006
14322	710.	-710.	0.	-2.4391e-006
14323	480.03	-720.03	0.	2.2362e-006
14323	480.03	-720.03	0.	-2.2362e-006
14324	-720.	-710.	0.	-2.4176e-006
14324	-720.	-710.	0.	2.4176e-006
14325	-710.	720.	0.	2.4176e-006
14325	-710.	720.	0.	-2.4176e-006
14326	709.8	720.06	0.	-2.4178e-006
14326	709.8	720.06	0.	2.4178e-006
14327	-720.	-700.	0.	-2.4357e-006
14327	-720.	-700.	0.	2.4357e-006
14328	-720.	-690.	0.	-2.451e-006
14328	-720.	-690.	0.	2.451e-006
14329	-720.	-670.	0.	-2.473e-006
14329	-720.	-670.	0.	2.473e-006
14330	-720.	-660.	0.	-2.4799e-006
14330	-720.	-660.	0.	2.4799e-006
14331	-720.	-650.	0.	-2.4842e-006
14331	-720.	-650.	0.	2.4842e-006
14332	-720.	-640.	0.	-2.4861e-006
14332	-720.	-640.	0.	2.4861e-006
14333	-720.	-630.	0.	-2.4855e-006
14333	-720.	-630.	0.	2.4855e-006
14334	-720.	-620.	0.	-2.4826e-006
14334	-720.	-620.	0.	2.4826e-006
14335	-720.	-610.	0.	-2.4774e-006
14335	-720.	-610.	0.	2.4774e-006
14336	-720.	-590.	0.	-2.4605e-006
14336	-720.	-590.	0.	2.4605e-006
14337	-720.	-570.	0.	-2.4355e-006
14337	-720.	-570.	0.	2.4355e-006
14338	-720.	-550.	0.	-2.4028e-006
14338	-720.	-550.	0.	2.4028e-006
14339	-720.	-540.	0.	-2.3838e-006
14339	-720.	-540.	0.	2.3838e-006
14340	-720.	-530.	0.	-2.3631e-006
14340	-720.	-530.	0.	2.3631e-006
14341	-720.	-510.	0.	-2.3169e-006
14341	-720.	-510.	0.	2.3169e-006
14342	-720.	-470.	0.	-2.2066e-006
14342	-720.	-470.	0.	2.2066e-006
14343	-720.	-450.	0.	-2.1435e-006
14343	-720.	-450.	0.	2.1435e-006
14344	-720.	-440.	0.	-2.1101e-006
14344	-720.	-440.	0.	2.1101e-006
14345	-720.	-430.	0.	-2.0756e-006
14345	-720.	-430.	0.	2.0756e-006
14346	-720.	-410.	0.	-2.0033e-006
14346	-720.	-410.	0.	2.0033e-006
14347	-720.	-390.	0.	-1.927e-006
14347	-720.	-390.	0.	1.927e-006
14348	-720.	-370.	0.	-1.847e-006
14348	-720.	-370.	0.	1.847e-006
14349	-720.	-360.	0.	-1.8057e-006
14349	-720.	-360.	0.	1.8057e-006
14350	-720.	-350.	0.	-1.7636e-006
14350	-720.	-350.	0.	1.7636e-006
14351	-720.	-340.	0.	-1.7207e-006
14351	-720.	-340.	0.	1.7207e-006
14352	-720.	-330.	0.	-1.6771e-006
14352	-720.	-330.	0.	1.6771e-006
14353	-720.	-320.	0.	-1.6328e-006
14353	-720.	-320.	0.	1.6328e-006
