Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Elastic Strain (mm/mm)
20086	-860.	-510.	0.	-1.5845e-006
20087	-860.	-500.	0.	1.6235e-006
20087	-860.	-500.	0.	-1.6235e-006
20088	-860.	-490.	0.	1.6622e-006
20088	-860.	-490.	0.	-1.6622e-006
20089	-860.	-470.	0.	1.7383e-006
20089	-860.	-470.	0.	-1.7383e-006
20090	-860.	-450.	0.	1.8124e-006
20090	-860.	-450.	0.	-1.8124e-006
20091	-860.	-440.	0.	1.8488e-006
20091	-860.	-440.	0.	-1.8488e-006
20092	-860.	-430.	0.	1.8846e-006
20092	-860.	-430.	0.	-1.8846e-006
20093	-860.	-420.	0.	1.9198e-006
20093	-860.	-420.	0.	-1.9198e-006
20094	-860.	-410.	0.	1.9544e-006
20094	-860.	-410.	0.	-1.9544e-006
20095	-860.	-400.	0.	1.9884e-006
20095	-860.	-400.	0.	-1.9884e-006
20096	-860.	-390.	0.	2.0219e-006
20096	-860.	-390.	0.	-2.0219e-006
20097	-860.	-370.	0.	2.0867e-006
20097	-860.	-370.	0.	-2.0867e-006
20098	-860.	-360.	0.	2.1182e-006
20098	-860.	-360.	0.	-2.1182e-006
20099	-860.	-350.	0.	2.1489e-006
20099	-860.	-350.	0.	-2.1489e-006
20100	-860.	-330.	0.	2.2082e-006
20100	-860.	-330.	0.	-2.2082e-006
20101	-860.	-310.	0.	2.2646e-006
20101	-860.	-310.	0.	-2.2646e-006
20102	-860.	-290.	0.	2.3179e-006
20102	-860.	-290.	0.	-2.3179e-006
20103	-860.	-260.	0.	2.392e-006
20103	-860.	-260.	0.	-2.392e-006
20104	-860.	-250.	0.	2.4151e-006
20104	-860.	-250.	0.	-2.4151e-006
20105	-860.01	-230.	0.	2.4587e-006
20105	-860.01	-230.	0.	-2.4587e-006
20106	-860.01	-220.	0.	2.4792e-006
20106	-860.01	-220.	0.	-2.4792e-006
20107	-860.01	-210.	0.	2.4989e-006
20107	-860.01	-210.	0.	-2.4989e-006
20108	-860.	-200.	0.	2.5177e-006
20108	-860.	-200.	0.	-2.5177e-006
20109	-860.	-190.	0.	2.5356e-006
20109	-860.	-190.	0.	-2.5356e-006
20110	-860.	-170.	0.	2.5688e-006
20110	-860.	-170.	0.	-2.5688e-006
20111	-860.	-150.	0.	2.5984e-006
20111	-860.	-150.	0.	-2.5984e-006
20112	-860.	-140.	0.	2.6119e-006
20112	-860.	-140.	0.	-2.6119e-006
20113	-860.	-130.	0.	2.6244e-006
20113	-860.	-130.	0.	-2.6244e-006
20114	-860.	-120.	0.	2.6361e-006
20114	-860.	-120.	0.	-2.6361e-006
20115	-860.	-110.	0.	2.6468e-006
20115	-860.	-110.	0.	-2.6468e-006
20116	-860.	-90.	0.	2.6655e-006
20116	-860.	-90.	0.	-2.6655e-006
20117	-860.	-80.	0.	2.6735e-006
20117	-860.	-80.	0.	-2.6735e-006
20118	-860.	-70.	0.	2.6805e-006
20118	-860.	-70.	0.	-2.6805e-006
20119	-860.	-60.	0.	2.6866e-006
20119	-860.	-60.	0.	-2.6866e-006
20120	-860.	-50.	0.	2.6918e-006
20120	-860.	-50.	0.	-2.6918e-006
20121	-860.	-40.	0.	2.696e-006
20121	-860.	-40.	0.	-2.696e-006
20122	-860.	-30.	0.	2.6993e-006
20122	-860.	-30.	0.	-2.6993e-006
20123	-860.	-10.	0.	2.7031e-006
20123	-860.	-10.	0.	-2.7031e-006
20124	-860.	10.	0.	2.7031e-006
20124	-860.	10.	0.	-2.7031e-006
20125	-860.	20.	0.	2.7016e-006
20125	-860.	20.	0.	-2.7016e-006
20126	-860.	30.	0.	2.6993e-006
20126	-860.	30.	0.	-2.6993e-006
20127	-860.	50.	0.	2.6918e-006
20127	-860.	50.	0.	-2.6918e-006
20128	-860.	60.	0.	2.6866e-006
20128	-860.	60.	0.	-2.6866e-006
20129	-860.	70.	0.	2.6805e-006
20129	-860.	70.	0.	-2.6805e-006
20130	-860.	90.	0.	2.6655e-006
20130	-860.	90.	0.	-2.6655e-006
20131	-860.	110.	0.	2.6468e-006
20131	-860.	110.	0.	-2.6468e-006
20132	-860.	120.	0.	2.6361e-006
20132	-860.	120.	0.	-2.6361e-006
20133	-860.	130.	0.	2.6244e-006
20133	-860.	130.	0.	-2.6244e-006
20134	-860.	140.	0.	2.6119e-006
20134	-860.	140.	0.	-2.6119e-006
20135	-860.	150.	0.	2.5984e-006
20135	-860.	150.	0.	-2.5984e-006
20136	-860.	160.	0.	2.584e-006
20136	-860.	160.	0.	-2.584e-006
20137	-860.	170.	0.	2.5688e-006
20137	-860.	170.	0.	-2.5688e-006
20138	-860.	180.	0.	2.5526e-006
20138	-860.	180.	0.	-2.5526e-006
20139	-860.	190.	0.	2.5355e-006
20139	-860.	190.	0.	-2.5355e-006
20140	-860.	210.	0.	2.4988e-006
20140	-860.	210.	0.	-2.4988e-006
20141	-860.	220.	0.	2.4791e-006
20141	-860.	220.	0.	-2.4791e-006
20142	-860.	230.	0.	2.4586e-006
20142	-860.	230.	0.	-2.4586e-006
20143	-860.	240.	0.	2.4372e-006
20143	-860.	240.	0.	-2.4372e-006
20144	-860.	250.	0.	2.415e-006
20144	-860.	250.	0.	-2.415e-006
20145	-860.	270.	0.	2.3681e-006
20145	-860.	270.	0.	-2.3681e-006
20146	-860.	290.	0.	2.3179e-006
20146	-860.	290.	0.	-2.3179e-006
20147	-860.	310.	0.	2.2646e-006
20147	-860.	310.	0.	-2.2646e-006
20148	-860.	330.	0.	2.2082e-006
20148	-860.	330.	0.	-2.2082e-006
20149	-860.	350.	0.	2.1489e-006
20149	-860.	350.	0.	-2.1489e-006
20150	-860.	360.	0.	2.1182e-006
20150	-860.	360.	0.	-2.1182e-006
20151	-860.	370.	0.	2.0867e-006
20151	-860.	370.	0.	-2.0867e-006
20152	-860.	390.	0.	2.0219e-006
20152	-860.	390.	0.	-2.0219e-006
20153	-860.	410.	0.	1.9544e-006
20153	-860.	410.	0.	-1.9544e-006
20154	-860.	420.	0.	1.9198e-006
20154	-860.	420.	0.	-1.9198e-006
20155	-860.	430.	0.	1.8846e-006
20155	-860.	430.	0.	-1.8846e-006
20156	-860.	450.	0.	1.8124e-006
20156	-860.	450.	0.	-1.8124e-006
20157	-860.	460.	0.	1.7756e-006
20157	-860.	460.	0.	-1.7756e-006
20158	-860.	470.	0.	1.7383e-006
20158	-860.	470.	0.	-1.7383e-006
20159	-860.	490.	0.	1.6622e-006
20159	-860.	490.	0.	-1.6622e-006
20160	-860.	500.	0.	1.6235e-006
20160	-860.	500.	0.	-1.6235e-006
20161	-860.	510.	0.	1.5845e-006
20161	-860.	510.	0.	-1.5845e-006
20162	-860.	530.	0.	1.5053e-006
20162	-860.	530.	0.	-1.5053e-006
20163	-860.	540.	0.	1.4652e-006
20163	-860.	540.	0.	-1.4652e-006
20164	-860.	550.	0.	1.4249e-006
20164	-860.	550.	0.	-1.4249e-006
20165	-860.	570.	0.	1.3435e-006
20165	-860.	570.	0.	-1.3435e-006
20166	-860.	590.	0.	1.2614e-006
20166	-860.	590.	0.	-1.2614e-006
20167	-860.	600.	0.	1.2202e-006
20167	-860.	600.	0.	-1.2202e-006
20168	-860.	610.	0.	1.1789e-006
20168	-860.	610.	0.	-1.1789e-006
20169	-860.	620.	0.	1.1376e-006
20169	-860.	620.	0.	-1.1376e-006
20170	-860.	630.	0.	1.0963e-006
20170	-860.	630.	0.	-1.0963e-006
20171	-860.	640.	0.	1.055e-006
20171	-860.	640.	0.	-1.055e-006
20172	-860.	650.	0.	1.0138e-006
20172	-860.	650.	0.	-1.0138e-006
20173	-860.	670.	0.	9.3187e-007
20173	-860.	670.	0.	-9.3187e-007
20174	-860.	690.	0.	8.5076e-007
20174	-860.	690.	0.	-8.5076e-007
20175	-860.	710.	0.	7.7082e-007
20175	-860.	710.	0.	-7.7082e-007
20176	-860.	730.	0.	6.9241e-007
20176	-860.	730.	0.	-6.9241e-007
20177	-860.	740.	0.	6.5387e-007
20177	-860.	740.	0.	-6.5387e-007
20178	-860.	750.	0.	6.1585e-007
20178	-860.	750.	0.	-6.1585e-007
20179	-859.98	790.02	0.	4.6966e-007
20179	-859.98	790.02	0.	-4.6966e-007
20180	-859.97	830.03	0.	3.3523e-007
20180	-859.97	830.03	0.	-3.3523e-007
20181	-860.06	-849.97	0.	2.7372e-007
20181	-860.06	-849.97	0.	-2.7372e-007
20182	-849.97	860.06	0.	2.2717e-007
20182	-849.97	860.06	0.	-2.2717e-007
20183	-859.98	850.03	0.	2.7339e-007
20183	-859.98	850.03	0.	-2.7339e-007
20184	-479.86	-860.04	0.	-9.1094e-008
20184	-479.86	-860.04	0.	9.1094e-008
20185	-489.84	-860.04	0.	-8.8014e-008
20185	-489.84	-860.04	0.	8.8014e-008
20186	-829.94	860.21	0.	1.9446e-007
20186	-829.94	860.21	0.	-1.9446e-007
20187	-809.93	860.39	0.	1.6359e-007
20187	-809.93	860.39	0.	-1.6359e-007
20188	-789.93	860.37	0.	1.3513e-007
20188	-789.93	860.37	0.	-1.3513e-007
20189	-769.96	860.18	0.	1.0899e-007
20189	-769.96	860.18	0.	-1.0899e-007
20190	-759.98	860.1	0.	9.6675e-008
20190	-759.98	860.1	0.	-9.6675e-008
20191	-749.99	860.05	0.	8.4828e-008
20191	-749.99	860.05	0.	-8.4828e-008
20192	-730.	860.01	0.	6.2555e-008
20192	-730.	860.01	0.	-6.2555e-008
20193	-720.	860.	0.	5.2131e-008
20193	-720.	860.	0.	-5.2131e-008
20194	-710.	860.	0.	4.2172e-008
20194	-710.	860.	0.	-4.2172e-008
20195	-690.	860.	0.	2.361e-008
20195	-690.	860.	0.	-2.361e-008
20196	-680.	860.	0.	1.4975e-008
20196	-680.	860.	0.	-1.4975e-008
20197	-650.	860.	0.	-8.5369e-009
20197	-650.	860.	0.	8.5369e-009
20198	-640.	860.	0.	-1.563e-008
20198	-640.	860.	0.	1.563e-008
20199	-630.	860.	0.	-2.2377e-008
20199	-630.	860.	0.	2.2377e-008
20200	-610.	860.	0.	-3.4891e-008
20200	-610.	860.	0.	3.4891e-008
20201	-600.	860.	0.	-4.0688e-008
20201	-600.	860.	0.	4.0688e-008
20202	-590.	860.	0.	-4.6195e-008
20202	-590.	860.	0.	4.6195e-008
20203	-570.	860.	0.	-5.6397e-008
20203	-570.	860.	0.	5.6397e-008
20204	-560.	859.99	0.	-6.1117e-008
20204	-560.	859.99	0.	6.1117e-008
20205	-550.	859.99	0.	-6.5598e-008
20205	-550.	859.99	0.	6.5598e-008
20206	-530.	859.98	0.	-7.3883e-008
20206	-530.	859.98	0.	7.3883e-008
20207	-510.	859.98	0.	-8.1327e-008
20207	-510.	859.98	0.	8.1327e-008
20208	-500.	859.99	0.	-8.476e-008
20208	-500.	859.99	0.	8.476e-008
20209	-490.	859.99	0.	-8.8012e-008
20209	-490.	859.99	0.	8.8012e-008
20210	-470.	860.	0.	-9.4013e-008
20210	-470.	860.	0.	9.4013e-008
20211	-450.	860.	0.	-9.9397e-008
20211	-450.	860.	0.	9.9397e-008
20212	-440.	860.	0.	-1.0188e-007
20212	-440.	860.	0.	1.0188e-007
20213	-430.	860.	0.	-1.0422e-007
20213	-430.	860.	0.	1.0422e-007
20214	-420.	860.	0.	-1.0644e-007
20214	-420.	860.	0.	1.0644e-007
20215	-410.	860.	0.	-1.0853e-007
20215	-410.	860.	0.	1.0853e-007
20216	-400.	860.	0.	-1.1052e-007
20216	-400.	860.	0.	1.1052e-007
20217	-390.	860.	0.	-1.1239e-007
20217	-390.	860.	0.	1.1239e-007
20218	-370.	860.	0.	-1.1582e-007
20218	-370.	860.	0.	1.1582e-007
20219	-360.	860.	0.	-1.174e-007
20219	-360.	860.	0.	1.174e-007
20220	-350.	860.	0.	-1.1888e-007
20220	-350.	860.	0.	1.1888e-007
20221	-330.	860.	0.	-1.216e-007
20221	-330.	860.	0.	1.216e-007
20222	-310.	860.	0.	-1.2401e-007
20222	-310.	860.	0.	1.2401e-007
20223	-290.	860.	0.	-1.2615e-007
20223	-290.	860.	0.	1.2615e-007
20224	-260.	859.99	0.	-1.2889e-007
20224	-260.	859.99	0.	1.2889e-007
20225	-250.	859.99	0.	-1.2969e-007
20225	-250.	859.99	0.	1.2969e-007
20226	-230.	859.99	0.	-1.3114e-007
20226	-230.	859.99	0.	1.3114e-007
20227	-220.	859.99	0.	-1.3179e-007
20227	-220.	859.99	0.	1.3179e-007
20228	-210.	860.	0.	-1.324e-007
20228	-210.	860.	0.	1.324e-007
20229	-200.	860.	0.	-1.3296e-007
20229	-200.	860.	0.	1.3296e-007
20230	-190.	860.	0.	-1.3349e-007
20230	-190.	860.	0.	1.3349e-007
20231	-170.	860.	0.	-1.3443e-007
20231	-170.	860.	0.	1.3443e-007
20232	-150.	860.	0.	-1.3524e-007
20232	-150.	860.	0.	1.3524e-007
20233	-140.	860.	0.	-1.3559e-007
20233	-140.	860.	0.	1.3559e-007
20234	-130.	860.	0.	-1.3592e-007
20234	-130.	860.	0.	1.3592e-007
20235	-120.	860.	0.	-1.3622e-007
20235	-120.	860.	0.	1.3622e-007
20236	-110.	860.	0.	-1.3648e-007
20236	-110.	860.	0.	1.3648e-007
20237	-90.	860.	0.	-1.3694e-007
20237	-90.	860.	0.	1.3694e-007
20238	-70.	860.	0.	-1.373e-007
20238	-70.	860.	0.	1.373e-007
20239	-50.	860.	0.	-1.3756e-007
20239	-50.	860.	0.	1.3756e-007
20240	-30.	860.	0.	-1.3773e-007
20240	-30.	860.	0.	1.3773e-007
20241	-19.999	860.	0.	-1.3778e-007
20241	-19.999	860.	0.	1.3778e-007
20242	-9.9983	860.01	0.	-1.378e-007
20242	-9.9983	860.01	0.	1.378e-007
20243	10.007	860.04	0.	-1.3774e-007
20243	10.007	860.04	0.	1.3774e-007
20244	30.019	860.1	0.	-1.3755e-007
20244	30.019	860.1	0.	1.3755e-007
20245	50.03	860.14	0.	-1.3734e-007
20245	50.03	860.14	0.	1.3734e-007
20246	80.024	860.05	0.	-1.3703e-007
20246	80.024	860.05	0.	1.3703e-007
20247	90.019	860.03	0.	-1.3688e-007
20247	90.019	860.03	0.	1.3688e-007
20248	110.01	860.02	0.	-1.3642e-007
20248	110.01	860.02	0.	1.3642e-007
20249	130.02	860.08	0.	-1.3578e-007
20249	130.02	860.08	0.	1.3578e-007
20250	150.02	860.12	0.	-1.3505e-007
20250	150.02	860.12	0.	1.3505e-007
20251	170.02	860.08	0.	-1.3428e-007
20251	170.02	860.08	0.	1.3428e-007
20252	180.03	860.06	0.	-1.3388e-007
20252	180.03	860.06	0.	1.3388e-007
20253	190.03	860.04	0.	-1.3338e-007
20253	190.03	860.04	0.	1.3338e-007
20254	210.07	860.06	0.	-1.3223e-007
20254	210.07	860.06	0.	1.3223e-007
20255	220.1	860.13	0.	-1.3149e-007
20255	220.1	860.13	0.	1.3149e-007
20256	230.14	860.22	0.	-1.3074e-007
20256	230.14	860.22	0.	1.3074e-007
20257	250.2	860.45	0.	-1.2897e-007
20257	250.2	860.45	0.	1.2897e-007
20258	270.19	860.41	0.	-1.2739e-007
20258	270.19	860.41	0.	1.2739e-007
20259	280.16	860.31	0.	-1.2661e-007
20259	280.16	860.31	0.	1.2661e-007
20260	290.12	860.21	0.	-1.2577e-007
20260	290.12	860.21	0.	1.2577e-007
20261	300.09	860.12	0.	-1.2488e-007
20261	300.09	860.12	0.	1.2488e-007
20262	310.06	860.07	0.	-1.2388e-007
20262	310.06	860.07	0.	1.2388e-007
20263	330.02	860.01	0.	-1.2157e-007
20263	330.02	860.01	0.	1.2157e-007
20264	340.01	860.	0.	-1.2027e-007
20264	340.01	860.	0.	1.2027e-007
20265	350.01	860.	0.	-1.1888e-007
20265	350.01	860.	0.	1.1888e-007
20266	370.	860.	0.	-1.1582e-007
20266	370.	860.	0.	1.1582e-007
20267	390.01	860.	0.	-1.1239e-007
20267	390.01	860.	0.	1.1239e-007
20268	410.04	859.99	0.	-1.0854e-007
20268	410.04	859.99	0.	1.0854e-007
20269	430.07	859.98	0.	-1.0423e-007
20269	430.07	859.98	0.	1.0423e-007
20270	450.08	859.99	0.	-9.9389e-008
20270	450.08	859.99	0.	9.9389e-008
20271	470.07	860.	0.	-9.3996e-008
20271	470.07	860.	0.	9.3996e-008
20272	480.05	860.	0.	-9.1072e-008
20272	480.05	860.	0.	9.1072e-008
20273	490.04	860.	0.	-8.7992e-008
20273	490.04	860.	0.	8.7992e-008
20274	500.03	860.	0.	-8.4739e-008
20274	500.03	860.	0.	8.4739e-008
20275	510.02	860.	0.	-8.1303e-008
20275	510.02	860.	0.	8.1303e-008
20276	530.01	860.	0.	-7.386e-008
20276	530.01	860.	0.	7.386e-008
20277	550.	860.	0.	-6.5583e-008
20277	550.	860.	0.	6.5583e-008
20278	560.	860.	0.	-6.1107e-008
20278	560.	860.	0.	6.1107e-008
20279	570.	860.	0.	-5.6391e-008
20279	570.	860.	0.	5.6391e-008
20280	580.	860.	0.	-5.1424e-008
20280	580.	860.	0.	5.1424e-008
20281	590.	860.	0.	-4.6193e-008
20281	590.	860.	0.	4.6193e-008
20282	600.	860.	0.	-4.0686e-008
20282	600.	860.	0.	4.0686e-008
20283	610.	860.	0.	-3.489e-008
20283	610.	860.	0.	3.489e-008
20284	630.	860.	0.	-2.2378e-008
20284	630.	860.	0.	2.2378e-008
20285	669.99	860.01	0.	6.7302e-009
20285	669.99	860.01	0.	-6.7302e-009
20286	679.98	860.03	0.	1.4946e-008
20286	679.98	860.03	0.	-1.4946e-008
20287	689.98	860.05	0.	2.3568e-008
20287	689.98	860.05	0.	-2.3568e-008
20288	699.98	860.06	0.	3.2618e-008
20288	699.98	860.06	0.	-3.2618e-008
20289	709.98	860.07	0.	4.2113e-008
20289	709.98	860.07	0.	-4.2113e-008
20290	729.98	860.06	0.	6.2516e-008
20290	729.98	860.06	0.	-6.2516e-008
20291	749.99	860.02	0.	8.4884e-008
20291	749.99	860.02	0.	-8.4884e-008
20292	759.99	860.01	0.	9.6828e-008
20292	759.99	860.01	0.	-9.6828e-008
20293	769.99	860.	0.	1.0929e-007
20293	769.99	860.	0.	-1.0929e-007
20294	779.99	860.	0.	1.2228e-007
20294	779.99	860.	0.	-1.2228e-007
20295	790.	860.	0.	1.358e-007
20295	790.	860.	0.	-1.358e-007
20296	810.	860.	0.	1.6442e-007
20296	810.	860.	0.	-1.6442e-007
20297	820.	860.	0.	1.7949e-007
20297	820.	860.	0.	-1.7949e-007
20298	830.	860.	0.	1.9504e-007
20298	830.	860.	0.	-1.9504e-007
20299	860.	850.	0.	2.7354e-007
20299	860.	850.	0.	-2.7354e-007
20300	840.	860.	0.	2.1103e-007
20300	840.	860.	0.	-2.1103e-007
20301	850.	860.	0.	2.2741e-007
20301	850.	860.	0.	-2.2741e-007
20302	860.	830.	0.	3.3542e-007
20302	860.	830.	0.	-3.3542e-007
20303	860.	820.	0.	3.6776e-007
20303	860.	820.	0.	-3.6776e-007
20304	860.	810.	0.	4.0096e-007
20304	860.	810.	0.	-4.0096e-007
20305	860.	790.	0.	4.6979e-007
20305	860.	790.	0.	-4.6979e-007
20306	860.	770.	0.	5.4154e-007
20306	860.	770.	0.	-5.4154e-007
20307	860.	750.	0.	6.1586e-007
20307	860.	750.	0.	-6.1586e-007
20308	860.	740.	0.	6.5387e-007
20308	860.	740.	0.	-6.5387e-007
20309	860.	730.	0.	6.924e-007
20309	860.	730.	0.	-6.924e-007
20310	860.	710.	0.	7.7081e-007
20310	860.	710.	0.	-7.7081e-007
20311	860.	690.	0.	8.5075e-007
20311	860.	690.	0.	-8.5075e-007
20312	860.	670.	0.	9.3187e-007
20312	860.	670.	0.	-9.3187e-007
20313	860.	660.	0.	9.7276e-007
20313	860.	660.	0.	-9.7276e-007
20314	860.	650.	0.	1.0138e-006
20314	860.	650.	0.	-1.0138e-006
20315	860.	640.	0.	1.055e-006
20315	860.	640.	0.	-1.055e-006
20316	860.	630.	0.	1.0963e-006
20316	860.	630.	0.	-1.0963e-006
20317	860.	610.	0.	1.1789e-006
20317	860.	610.	0.	-1.1789e-006
20318	860.	600.	0.	1.2202e-006
20318	860.	600.	0.	-1.2202e-006
20319	860.	580.	0.	1.3025e-006
20319	860.	580.	0.	-1.3025e-006
20320	860.	570.	0.	1.3435e-006
20320	860.	570.	0.	-1.3435e-006
20321	860.	550.	0.	1.4249e-006
20321	860.	550.	0.	-1.4249e-006
20322	860.	540.	0.	1.4652e-006
20322	860.	540.	0.	-1.4652e-006
20323	860.	530.	0.	1.5053e-006
20323	860.	530.	0.	-1.5053e-006
20324	860.	510.	0.	1.5845e-006
20324	860.	510.	0.	-1.5845e-006
20325	860.	490.	0.	1.6622e-006
20325	860.	490.	0.	-1.6622e-006
20326	860.	470.	0.	1.7383e-006
20326	860.	470.	0.	-1.7383e-006
20327	860.	460.	0.	1.7756e-006
20327	860.	460.	0.	-1.7756e-006
20328	860.	450.	0.	1.8124e-006
20328	860.	450.	0.	-1.8124e-006
20329	860.	430.	0.	1.8846e-006
20329	860.	430.	0.	-1.8846e-006
20330	860.	410.	0.	1.9544e-006
20330	860.	410.	0.	-1.9544e-006
20331	860.	390.	0.	2.0219e-006
20331	860.	390.	0.	-2.0219e-006
20332	860.	380.	0.	2.0546e-006
20332	860.	380.	0.	-2.0546e-006
20333	860.	370.	0.	2.0867e-006
20333	860.	370.	0.	-2.0867e-006
20334	860.	360.	0.	2.1182e-006
20334	860.	360.	0.	-2.1182e-006
20335	860.	350.	0.	2.1489e-006
20335	860.	350.	0.	-2.1489e-006
20336	860.	340.	0.	2.1789e-006
20336	860.	340.	0.	-2.1789e-006
20337	860.	330.	0.	2.2082e-006
20337	860.	330.	0.	-2.2082e-006
20338	860.	310.	0.	2.2646e-006
20338	860.	310.	0.	-2.2646e-006
20339	860.	290.	0.	2.3179e-006
20339	860.	290.	0.	-2.3179e-006
20340	860.	270.	0.	2.3681e-006
20340	860.	270.	0.	-2.3681e-006
20341	860.	260.	0.	2.392e-006
20341	860.	260.	0.	-2.392e-006
20342	860.	250.	0.	2.415e-006
20342	860.	250.	0.	-2.415e-006
20343	860.	230.	0.	2.4586e-006
20343	860.	230.	0.	-2.4586e-006
20344	860.	210.	0.	2.4988e-006
20344	860.	210.	0.	-2.4988e-006
20345	860.	200.	0.	2.5176e-006
20345	860.	200.	0.	-2.5176e-006
20346	860.	190.	0.	2.5355e-006
20346	860.	190.	0.	-2.5355e-006
20347	860.	170.	0.	2.5688e-006
20347	860.	170.	0.	-2.5688e-006
20348	860.	160.	0.	2.584e-006
20348	860.	160.	0.	-2.584e-006
20349	860.	149.99	0.	2.5984e-006
20349	860.	149.99	0.	-2.5984e-006
20350	860.	129.99	0.	2.6244e-006
20350	860.	129.99	0.	-2.6244e-006
20351	860.	119.99	0.	2.6361e-006
20351	860.	119.99	0.	-2.6361e-006
20352	860.	109.99	0.	2.6469e-006
20352	860.	109.99	0.	-2.6469e-006
20353	860.	89.991	0.	2.6656e-006
20353	860.	89.991	0.	-2.6656e-006
20354	860.	69.995	0.	2.6806e-006
20354	860.	69.995	0.	-2.6806e-006
20355	860.	59.997	0.	2.6866e-006
20355	860.	59.997	0.	-2.6866e-006
20356	860.	49.998	0.	2.6918e-006
20356	860.	49.998	0.	-2.6918e-006
20357	860.	30.	0.	2.6993e-006
20357	860.	30.	0.	-2.6993e-006
20358	860.	20.	0.	2.7016e-006
20358	860.	20.	0.	-2.7016e-006
20359	860.	9.9998	0.	2.7031e-006
20359	860.	9.9998	0.	-2.7031e-006
20360	860.	-1.1641e-004	0.	2.7035e-006
20360	860.	-1.1641e-004	0.	-2.7035e-006
20361	860.	-10.	0.	2.7031e-006
20361	860.	-10.	0.	-2.7031e-006
20362	860.	-30.	0.	2.6993e-006
20362	860.	-30.	0.	-2.6993e-006
20363	860.	-50.	0.	2.6918e-006
20363	860.	-50.	0.	-2.6918e-006
20364	860.	-70.	0.	2.6805e-006
20364	860.	-70.	0.	-2.6805e-006
20365	860.	-80.	0.	2.6735e-006
20365	860.	-80.	0.	-2.6735e-006
20366	860.	-90.	0.	2.6655e-006
20366	860.	-90.	0.	-2.6655e-006
20367	860.	-110.	0.	2.6468e-006
20367	860.	-110.	0.	-2.6468e-006
20368	860.	-120.	0.	2.6361e-006
20368	860.	-120.	0.	-2.6361e-006
20369	860.	-130.	0.	2.6244e-006
20369	860.	-130.	0.	-2.6244e-006
20370	860.	-150.	0.	2.5984e-006
20370	860.	-150.	0.	-2.5984e-006
20371	860.	-170.	0.	2.5688e-006
20371	860.	-170.	0.	-2.5688e-006
20372	860.	-180.	0.	2.5526e-006
20372	860.	-180.	0.	-2.5526e-006
20373	860.	-190.	0.	2.5355e-006
20373	860.	-190.	0.	-2.5355e-006
20374	860.	-210.	0.	2.4988e-006
20374	860.	-210.	0.	-2.4988e-006
20375	860.	-230.	0.	2.4586e-006
20375	860.	-230.	0.	-2.4586e-006
20376	860.	-240.	0.	2.4372e-006
20376	860.	-240.	0.	-2.4372e-006
20377	860.	-250.	0.	2.415e-006
20377	860.	-250.	0.	-2.415e-006
20378	860.	-260.	0.	2.392e-006
20378	860.	-260.	0.	-2.392e-006
20379	860.	-270.	0.	2.3681e-006
20379	860.	-270.	0.	-2.3681e-006
20380	860.	-290.	0.	2.3179e-006
20380	860.	-290.	0.	-2.3179e-006
20381	860.	-310.	0.	2.2646e-006
20381	860.	-310.	0.	-2.2646e-006
20382	860.	-340.	0.	2.1789e-006
20382	860.	-340.	0.	-2.1789e-006
20383	860.	-350.	0.	2.1489e-006
20383	860.	-350.	0.	-2.1489e-006
20384	860.	-370.	0.	2.0867e-006
20384	860.	-370.	0.	-2.0867e-006
20385	860.	-390.	0.	2.0219e-006
20385	860.	-390.	0.	-2.0219e-006
20386	860.	-410.	0.	1.9544e-006
20386	860.	-410.	0.	-1.9544e-006
20387	860.	-430.	0.	1.8846e-006
20387	860.	-430.	0.	-1.8846e-006
20388	860.	-450.	0.	1.8124e-006
20388	860.	-450.	0.	-1.8124e-006
20389	860.	-460.	0.	1.7756e-006
20389	860.	-460.	0.	-1.7756e-006
20390	860.	-470.	0.	1.7383e-006
20390	860.	-470.	0.	-1.7383e-006
20391	860.	-490.	0.	1.6622e-006
20391	860.	-490.	0.	-1.6622e-006
20392	860.	-500.	0.	1.6235e-006
20392	860.	-500.	0.	-1.6235e-006
20393	860.	-529.99	0.	1.5053e-006
20393	860.	-529.99	0.	-1.5053e-006
20394	860.01	-549.99	0.	1.425e-006
20394	860.01	-549.99	0.	-1.425e-006
20395	860.01	-569.99	0.	1.3436e-006
20395	860.01	-569.99	0.	-1.3436e-006
20396	860.01	-590.	0.	1.2615e-006
20396	860.01	-590.	0.	-1.2615e-006
20397	860.01	-610.	0.	1.179e-006
20397	860.01	-610.	0.	-1.179e-006
20398	860.02	-630.01	0.	1.0964e-006
20398	860.02	-630.01	0.	-1.0964e-006
20399	860.02	-650.01	0.	1.0139e-006
20399	860.02	-650.01	0.	-1.0139e-006
20400	860.01	-670.01	0.	9.3188e-007
20400	860.01	-670.01	0.	-9.3188e-007
20401	860.	-680.01	0.	8.9119e-007
20401	860.	-680.01	0.	-8.9119e-007
20402	860.	-690.	0.	8.5076e-007
20402	860.	-690.	0.	-8.5076e-007
20403	860.	-700.	0.	8.1062e-007
20403	860.	-700.	0.	-8.1062e-007
20404	860.	-710.	0.	7.7082e-007
20404	860.	-710.	0.	-7.7082e-007
20405	860.	-730.	0.	6.9241e-007
20405	860.	-730.	0.	-6.9241e-007
20406	860.	-750.	0.	6.1587e-007
20406	860.	-750.	0.	-6.1587e-007
20407	860.	-760.	0.	5.7841e-007
20407	860.	-760.	0.	-5.7841e-007
20408	860.	-770.	0.	5.4155e-007
