Node Number	X Location (mm)	Y Location (mm)	Z Location (mm)	Normal Elastic Strain (mm/mm)
11212	-630.	40.	0.	1.3184e-008
11212	-630.	40.	0.	-1.3184e-008
11213	-630.	50.	0.	1.2864e-008
11213	-630.	50.	0.	-1.2864e-008
11214	-630.	70.	0.	1.2014e-008
11214	-630.	70.	0.	-1.2014e-008
11215	-630.	90.	0.	1.0892e-008
11215	-630.	90.	0.	-1.0892e-008
11216	-630.	110.	0.	9.5066e-009
11216	-630.	110.	0.	-9.5066e-009
11217	-630.	120.	0.	8.7191e-009
11217	-630.	120.	0.	-8.7191e-009
11218	-630.	130.	0.	7.8704e-009
11218	-630.	130.	0.	-7.8704e-009
11219	-630.	150.	0.	5.9965e-009
11219	-630.	150.	0.	-5.9965e-009
11220	-630.	160.	0.	4.9741e-009
11220	-630.	160.	0.	-4.9741e-009
11221	-630.	170.	0.	3.8949e-009
11221	-630.	170.	0.	-3.8949e-009
11222	-629.99	190.01	0.	1.5515e-009
11222	-629.99	190.01	0.	-1.5515e-009
11223	-629.97	210.02	0.	-1.0742e-009
11223	-629.97	210.02	0.	1.0742e-009
11224	-629.95	230.02	0.	-3.8746e-009
11224	-629.95	230.02	0.	3.8746e-009
11225	-629.96	250.02	0.	-6.6114e-009
11225	-629.96	250.02	0.	6.6114e-009
11226	-629.97	260.01	0.	-7.9558e-009
11226	-629.97	260.01	0.	7.9558e-009
11227	-629.98	270.01	0.	-9.325e-009
11227	-629.98	270.01	0.	9.325e-009
11228	-630.	290.	0.	-1.2187e-008
11228	-630.	290.	0.	1.2187e-008
11229	-630.	300.	0.	-1.3678e-008
11229	-630.	300.	0.	1.3678e-008
11230	-630.	310.	0.	-1.5191e-008
11230	-630.	310.	0.	1.5191e-008
11231	-630.	320.	0.	-1.6717e-008
11231	-630.	320.	0.	1.6717e-008
11232	-630.	330.	0.	-1.8247e-008
11232	-630.	330.	0.	1.8247e-008
11233	-630.	350.	0.	-2.1302e-008
11233	-630.	350.	0.	2.1302e-008
11234	-630.	360.	0.	-2.2819e-008
11234	-630.	360.	0.	2.2819e-008
11235	-630.	370.	0.	-2.4323e-008
11235	-630.	370.	0.	2.4323e-008
11236	-630.	380.	0.	-2.5811e-008
11236	-630.	380.	0.	2.5811e-008
11237	-630.	390.	0.	-2.7279e-008
11237	-630.	390.	0.	2.7279e-008
11238	-630.	410.	0.	-3.0139e-008
11238	-630.	410.	0.	3.0139e-008
11239	-630.	420.	0.	-3.1523e-008
11239	-630.	420.	0.	3.1523e-008
11240	-630.	430.	0.	-3.2872e-008
11240	-630.	430.	0.	3.2872e-008
11241	-630.	450.	0.	-3.5447e-008
11241	-630.	450.	0.	3.5447e-008
11242	-630.	460.	0.	-3.6666e-008
11242	-630.	460.	0.	3.6666e-008
11243	-630.	470.	0.	-3.7834e-008
11243	-630.	470.	0.	3.7834e-008
11244	-630.	480.	0.	-3.8947e-008
11244	-630.	480.	0.	3.8947e-008
11245	-630.	490.01	0.	-4.0004e-008
11245	-630.	490.01	0.	4.0004e-008
11246	-630.	510.02	0.	-4.1942e-008
11246	-630.	510.02	0.	4.1942e-008
11247	-630.	530.03	0.	-4.3624e-008
11247	-630.	530.03	0.	4.3624e-008
11248	-630.	570.02	0.	-4.6067e-008
11248	-630.	570.02	0.	4.6067e-008
11249	-630.	590.01	0.	-4.6802e-008
11249	-630.	590.01	0.	4.6802e-008
11250	-630.	610.	0.	-4.7201e-008
11250	-630.	610.	0.	4.7201e-008
11251	-489.83	-630.03	0.	-3.9061e-007
11251	-489.83	-630.03	0.	3.9061e-007
11252	-630.	620.	0.	-4.7271e-008
11252	-630.	620.	0.	4.7271e-008
11253	-620.	630.	0.	-7.8657e-008
11253	-620.	630.	0.	7.8657e-008
11254	-610.	630.	0.	-1.0886e-007
11254	-610.	630.	0.	1.0886e-007
11255	-600.	630.	0.	-1.379e-007
11255	-600.	630.	0.	1.379e-007
11256	-590.	630.	0.	-1.6582e-007
11256	-590.	630.	0.	1.6582e-007
11257	-580.	630.	0.	-1.9264e-007
11257	-580.	630.	0.	1.9264e-007
11258	-570.	630.	0.	-2.1841e-007
11258	-570.	630.	0.	2.1841e-007
11259	-560.	630.	0.	-2.4315e-007
11259	-560.	630.	0.	2.4315e-007
11260	-550.	630.	0.	-2.669e-007
11260	-550.	630.	0.	2.669e-007
11261	-540.	630.	0.	-2.8969e-007
11261	-540.	630.	0.	2.8969e-007
11262	-530.	630.	0.	-3.1155e-007
11262	-530.	630.	0.	3.1155e-007
11263	-490.	630.	0.	-3.9033e-007
11263	-490.	630.	0.	3.9033e-007
11264	-470.	630.	0.	-4.2493e-007
11264	-470.	630.	0.	4.2493e-007
11265	-450.	630.	0.	-4.5661e-007
11265	-450.	630.	0.	4.5661e-007
11266	-430.	630.	0.	-4.8559e-007
11266	-430.	630.	0.	4.8559e-007
11267	-420.	630.	0.	-4.9912e-007
11267	-420.	630.	0.	4.9912e-007
11268	-410.	630.	0.	-5.1205e-007
11268	-410.	630.	0.	5.1205e-007
11269	-369.98	630.05	0.	-5.5802e-007
11269	-369.98	630.05	0.	5.5802e-007
11270	-349.96	630.14	0.	-5.7782e-007
11270	-349.96	630.14	0.	5.7782e-007
11271	-269.97	630.01	0.	-6.4054e-007
11271	-269.97	630.01	0.	6.4054e-007
11272	-259.98	630.	0.	-6.4667e-007
11272	-259.98	630.	0.	6.4667e-007
11273	-249.98	630.	0.	-6.5246e-007
11273	-249.98	630.	0.	6.5246e-007
11274	-229.99	630.	0.	-6.6308e-007
11274	-229.99	630.	0.	6.6308e-007
11275	-209.99	630.	0.	-6.725e-007
11275	-209.99	630.	0.	6.725e-007
11276	-190.	630.	0.	-6.8082e-007
11276	-190.	630.	0.	6.8082e-007
11277	-170.	630.	0.	-6.8811e-007
11277	-170.	630.	0.	6.8811e-007
11278	-160.	630.	0.	-6.9139e-007
11278	-160.	630.	0.	6.9139e-007
11279	-150.	630.	0.	-6.9443e-007
11279	-150.	630.	0.	6.9443e-007
11280	-130.	630.	0.	-6.9983e-007
11280	-130.	630.	0.	6.9983e-007
11281	-110.	630.	0.	-7.0438e-007
11281	-110.	630.	0.	7.0438e-007
11282	-100.	630.	0.	-7.0634e-007
11282	-100.	630.	0.	7.0634e-007
11283	-90.	630.	0.	-7.081e-007
11283	-90.	630.	0.	7.081e-007
11284	-80.	630.	0.	-7.0966e-007
11284	-80.	630.	0.	7.0966e-007
11285	-70.	630.	0.	-7.1103e-007
11285	-70.	630.	0.	7.1103e-007
11286	-50.	630.	0.	-7.1321e-007
11286	-50.	630.	0.	7.1321e-007
11287	-29.998	630.	0.	-7.1464e-007
11287	-29.998	630.	0.	7.1464e-007
11288	-9.9917	630.01	0.	-7.153e-007
11288	-9.9917	630.01	0.	7.153e-007
11289	10.028	630.08	0.	-7.1509e-007
11289	10.028	630.08	0.	7.1509e-007
11290	20.045	630.15	0.	-7.1464e-007
11290	20.045	630.15	0.	7.1464e-007
11291	30.078	630.24	0.	-7.1401e-007
11291	30.078	630.24	0.	7.1401e-007
11292	50.103	630.33	0.	-7.123e-007
11292	50.103	630.33	0.	7.123e-007
11293	70.128	630.31	0.	-7.1015e-007
11293	70.128	630.31	0.	7.1015e-007
11294	90.13	630.24	0.	-7.0738e-007
11294	90.13	630.24	0.	7.0738e-007
11295	100.12	630.21	0.	-7.0567e-007
11295	100.12	630.21	0.	7.0567e-007
11296	110.11	630.22	0.	-7.0369e-007
11296	110.11	630.22	0.	7.0369e-007
11297	130.09	630.31	0.	-6.9897e-007
11297	130.09	630.31	0.	6.9897e-007
11298	150.07	630.35	0.	-6.9352e-007
11298	150.07	630.35	0.	6.9352e-007
11299	170.06	630.22	0.	-6.8747e-007
11299	170.06	630.22	0.	6.8747e-007
11300	190.07	630.1	0.	-6.8044e-007
11300	190.07	630.1	0.	6.8044e-007
11301	210.12	630.15	0.	-6.7197e-007
11301	210.12	630.15	0.	6.7197e-007
11302	230.2	630.37	0.	-6.6201e-007
11302	230.2	630.37	0.	6.6201e-007
11303	250.25	630.59	0.	-6.5091e-007
11303	250.25	630.59	0.	6.5091e-007
11304	260.25	630.59	0.	-6.4513e-007
11304	260.25	630.59	0.	6.4513e-007
11305	270.22	630.51	0.	-6.3913e-007
11305	270.22	630.51	0.	6.3913e-007
11306	280.15	630.44	0.	-6.3303e-007
11306	280.15	630.44	0.	6.3303e-007
11307	290.13	630.26	0.	-6.2647e-007
11307	290.13	630.26	0.	6.2647e-007
11308	310.06	630.07	0.	-6.1225e-007
11308	310.06	630.07	0.	6.1225e-007
11309	330.02	630.01	0.	-5.961e-007
11309	330.02	630.01	0.	5.961e-007
11310	340.01	630.	0.	-5.8732e-007
11310	340.01	630.	0.	5.8732e-007
11311	350.01	630.	0.	-5.7807e-007
11311	350.01	630.	0.	5.7807e-007
11312	360.01	630.	0.	-5.6834e-007
11312	360.01	630.	0.	5.6834e-007
11313	370.01	630.	0.	-5.5812e-007
11313	370.01	630.	0.	5.5812e-007
11314	400.03	630.	0.	-5.2435e-007
11314	400.03	630.	0.	5.2435e-007
11315	430.09	630.01	0.	-4.8545e-007
11315	430.09	630.01	0.	4.8545e-007
11316	450.11	630.02	0.	-4.5643e-007
11316	450.11	630.02	0.	4.5643e-007
11317	470.08	630.01	0.	-4.2478e-007
11317	470.08	630.01	0.	4.2478e-007
11318	490.05	630.	0.	-3.9025e-007
11318	490.05	630.	0.	3.9025e-007
11319	510.02	630.	0.	-3.5258e-007
11319	510.02	630.	0.	3.5258e-007
11320	530.01	630.	0.	-3.1154e-007
11320	530.01	630.	0.	3.1154e-007
11321	540.	630.	0.	-2.8968e-007
11321	540.	630.	0.	2.8968e-007
11322	550.	629.99	0.	-2.6689e-007
11322	550.	629.99	0.	2.6689e-007
11323	570.	629.99	0.	-2.184e-007
11323	570.	629.99	0.	2.184e-007
11324	580.	630.	0.	-1.9264e-007
11324	580.	630.	0.	1.9264e-007
11325	590.	630.	0.	-1.6581e-007
11325	590.	630.	0.	1.6581e-007
11326	600.	630.	0.	-1.379e-007
11326	600.	630.	0.	1.379e-007
11327	610.	630.	0.	-1.0886e-007
11327	610.	630.	0.	1.0886e-007
11328	620.	630.	0.	-7.8655e-008
11328	620.	630.	0.	7.8655e-008
11329	630.	610.	0.	-4.7198e-008
11329	630.	610.	0.	4.7198e-008
11330	630.	600.	0.	-4.704e-008
11330	630.	600.	0.	4.704e-008
11331	630.	590.	0.	-4.6794e-008
11331	630.	590.	0.	4.6794e-008
11332	630.	570.	0.	-4.6051e-008
11332	630.	570.	0.	4.6051e-008
11333	630.	560.	0.	-4.5557e-008
11333	630.	560.	0.	4.5557e-008
11334	630.	550.	0.	-4.4983e-008
11334	630.	550.	0.	4.4983e-008
11335	630.	530.	0.	-4.3606e-008
11335	630.	530.	0.	4.3606e-008
11336	630.	510.	0.	-4.1941e-008
11336	630.	510.	0.	4.1941e-008
11337	630.	500.	0.	-4.1007e-008
11337	630.	500.	0.	4.1007e-008
11338	630.	490.	0.	-4.0009e-008
11338	630.	490.	0.	4.0009e-008
11339	630.	480.	0.	-3.8951e-008
11339	630.	480.	0.	3.8951e-008
11340	630.	450.	0.	-3.5448e-008
11340	630.	450.	0.	3.5448e-008
11341	630.	440.	0.	-3.4182e-008
11341	630.	440.	0.	3.4182e-008
11342	630.	430.	0.	-3.2873e-008
11342	630.	430.	0.	3.2873e-008
11343	630.	410.	0.	-3.014e-008
11343	630.	410.	0.	3.014e-008
11344	630.	400.	0.	-2.8724e-008
11344	630.	400.	0.	2.8724e-008
11345	630.	390.	0.	-2.728e-008
11345	630.	390.	0.	2.728e-008
11346	630.	380.	0.	-2.5812e-008
11346	630.	380.	0.	2.5812e-008
11347	630.	370.	0.	-2.4324e-008
11347	630.	370.	0.	2.4324e-008
11348	630.	350.	0.	-2.1303e-008
11348	630.	350.	0.	2.1303e-008
11349	630.	330.	0.	-1.8248e-008
11349	630.	330.	0.	1.8248e-008
11350	630.	320.	0.	-1.6718e-008
11350	630.	320.	0.	1.6718e-008
11351	630.	310.	0.	-1.519e-008
11351	630.	310.	0.	1.519e-008
11352	630.	290.	0.	-1.216e-008
11352	630.	290.	0.	1.216e-008
11353	630.	280.	0.	-1.0667e-008
11353	630.	280.	0.	1.0667e-008
11354	630.	270.	0.	-9.1944e-009
11354	630.	270.	0.	9.1944e-009
11355	629.99	250.	0.	-6.3398e-009
11355	629.99	250.	0.	6.3398e-009
11356	629.99	229.99	0.	-3.6129e-009
11356	629.99	229.99	0.	3.6129e-009
11357	629.99	219.99	0.	-2.28e-009
11357	629.99	219.99	0.	2.28e-009
11358	629.99	209.99	0.	-9.6601e-010
11358	629.99	209.99	0.	9.6601e-010
11359	629.99	199.99	0.	3.168e-010
11359	629.99	199.99	0.	-3.168e-010
11360	629.99	189.99	0.	1.558e-009
11360	629.99	189.99	0.	-1.558e-009
11361	630.	169.98	0.	3.8867e-009
11361	630.	169.98	0.	-3.8867e-009
11362	630.	159.96	0.	4.9764e-009
11362	630.	159.96	0.	-4.9764e-009
11363	630.	149.94	0.	6.0142e-009
11363	630.	149.94	0.	-6.0142e-009
11364	630.01	129.9	0.	7.9232e-009
11364	630.01	129.9	0.	-7.9232e-009
11365	630.01	109.86	0.	9.5635e-009
11365	630.01	109.86	0.	-9.5635e-009
11366	630.	99.862	0.	1.0269e-008
11366	630.	99.862	0.	-1.0269e-008
11367	630.	89.87	0.	1.0918e-008
11367	630.	89.87	0.	-1.0918e-008
11368	630.	79.886	0.	1.1519e-008
11368	630.	79.886	0.	-1.1519e-008
11369	630.	69.903	0.	1.2035e-008
11369	630.	69.903	0.	-1.2035e-008
11370	630.01	49.941	0.	1.2912e-008
11370	630.01	49.941	0.	-1.2912e-008
11371	630.	29.972	0.	1.3458e-008
11371	630.	29.972	0.	-1.3458e-008
11372	629.99	19.985	0.	1.3573e-008
11372	629.99	19.985	0.	-1.3573e-008
11373	630.	9.989	0.	1.3727e-008
11373	630.	9.989	0.	-1.3727e-008
11374	630.	-10.003	0.	1.3722e-008
11374	630.	-10.003	0.	-1.3722e-008
11375	630.	-30.001	0.	1.3436e-008
11375	630.	-30.001	0.	-1.3436e-008
11376	630.	-50.	0.	1.2863e-008
11376	630.	-50.	0.	-1.2863e-008
11377	630.	-60.	0.	1.2471e-008
11377	630.	-60.	0.	-1.2471e-008
11378	630.	-70.	0.	1.2007e-008
11378	630.	-70.	0.	-1.2007e-008
11379	630.	-90.	0.	1.0883e-008
11379	630.	-90.	0.	-1.0883e-008
11380	630.	-100.	0.	1.0224e-008
11380	630.	-100.	0.	-1.0224e-008
11381	630.	-110.	0.	9.4982e-009
11381	630.	-110.	0.	-9.4982e-009
11382	630.	-130.	0.	7.8662e-009
11382	630.	-130.	0.	-7.8662e-009
11383	630.	-150.	0.	5.9964e-009
11383	630.	-150.	0.	-5.9964e-009
11384	630.	-170.	0.	3.9025e-009
11384	630.	-170.	0.	-3.9025e-009
11385	630.	-190.	0.	1.6049e-009
11385	630.	-190.	0.	-1.6049e-009
11386	630.	-210.	0.	-8.7563e-010
11386	630.	-210.	0.	8.7563e-010
11387	630.	-220.	0.	-2.1776e-009
11387	630.	-220.	0.	2.1776e-009
11388	630.	-230.	0.	-3.5169e-009
11388	630.	-230.	0.	3.5169e-009
11389	630.	-240.	0.	-4.8904e-009
11389	630.	-240.	0.	4.8904e-009
11390	630.	-250.	0.	-6.2951e-009
11390	630.	-250.	0.	6.2951e-009
11391	630.	-270.	0.	-9.1849e-009
11391	630.	-270.	0.	9.1849e-009
11392	630.	-280.	0.	-1.0663e-008
11392	630.	-280.	0.	1.0663e-008
11393	630.	-290.	0.	-1.2159e-008
11393	630.	-290.	0.	1.2159e-008
11394	630.	-310.	0.	-1.519e-008
11394	630.	-310.	0.	1.519e-008
11395	630.	-330.	0.	-1.8248e-008
11395	630.	-330.	0.	1.8248e-008
11396	630.	-350.	0.	-2.1303e-008
11396	630.	-350.	0.	2.1303e-008
11397	630.	-360.	0.	-2.282e-008
11397	630.	-360.	0.	2.282e-008
11398	630.	-370.	0.	-2.4324e-008
11398	630.	-370.	0.	2.4324e-008
11399	630.	-380.	0.	-2.5812e-008
11399	630.	-380.	0.	2.5812e-008
11400	630.	-390.	0.	-2.728e-008
11400	630.	-390.	0.	2.728e-008
11401	630.	-400.	0.	-2.8724e-008
11401	630.	-400.	0.	2.8724e-008
11402	630.	-410.	0.	-3.014e-008
11402	630.	-410.	0.	3.014e-008
11403	630.	-430.	0.	-3.2872e-008
11403	630.	-430.	0.	3.2872e-008
11404	630.	-450.	0.	-3.5448e-008
11404	630.	-450.	0.	3.5448e-008
11405	630.	-460.	0.	-3.6667e-008
11405	630.	-460.	0.	3.6667e-008
11406	630.	-470.	0.	-3.7838e-008
11406	630.	-470.	0.	3.7838e-008
11407	630.	-490.	0.	-4.0027e-008
11407	630.	-490.	0.	4.0027e-008
11408	629.98	-510.01	0.	-4.203e-008
11408	629.98	-510.01	0.	4.203e-008
11409	629.95	-530.01	0.	-4.3808e-008
